 	non	sapeva	dove	a	stare	</S>
e	0.9881875	0.0071278396	0.0007405248	0.00070663803	0.0024010527	0.0008364787
n	0.8787712	0.12116723	3.819274e-05	7.653623e-07	8.462131e-07	2.179619e-05
ì	0.17722228	0.0060097408	0.033456773	0.11196022	0.014966495	0.65638447
s	0.024495207	0.96712095	0.0067643146	0.00044856666	0.00022130249	0.00094963645
s	0.22494632	0.5988264	0.121039726	0.017218385	0.012325909	0.02564326
e	0.033264186	0.10168273	0.038721517	0.048551064	0.074833095	0.70294744
r	0.0007774075	0.24456757	0.58491445	0.034370936	0.03600568	0.09936393
e	0.052902985	0.05935596	0.08429182	0.59536695	0.07859447	0.12948781
p	0.00019333532	0.024486246	0.5989998	0.24218844	0.059293944	0.07483811
u	0.018400725	0.01745048	0.015194859	0.5347364	0.19557829	0.2186393
n	0.00015956177	0.0041992427	0.19793925	0.33534437	0.37734717	0.085010424
a	0.014627376	0.014563263	0.018245762	0.7282316	0.2062705	0.018061439
s	2.8519187e-05	0.000109323766	0.0064420924	0.10341346	0.8321825	0.057824057
t	0.014313015	0.014129773	0.018500818	0.32856563	0.56324446	0.061246283
a	0.0003341279	0.0015605306	0.0026464027	0.0078321155	0.9745238	0.013103117
s	1.1197401e-05	0.00013852914	0.0020949927	0.013058091	0.9379656	0.046731614
ì	0.016090907	0.0028239156	0.00038009178	0.008322853	0.15808557	0.81429666
</S>	0.00026832204	0.001008145	0.0027395417	0.009157637	0.04522553	0.94160086
