 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.9547973	0.036898408	0.0030308268	0.0016866294	0.002788007	0.00018896352	0.00060988107
p	0.2125034	0.78592116	0.0012238449	0.00035100244	6.3561083e-07	4.5843236e-09	3.333073e-08
e	0.18229373	0.4700554	0.17212106	0.17187527	0.003592609	5.64428e-07	6.132643e-05
r	0.40814784	0.5701427	0.02046929	0.001064959	0.00013112748	8.1229894e-07	4.332827e-05
i	0.047156155	0.6395652	0.20856066	0.03500969	0.05286071	0.00141498	0.015432568
k	0.006873283	0.50278175	0.43127844	0.046524685	0.0106496	2.6325079e-05	0.0018658877
o	0.015614992	0.32010168	0.58563566	0.034527116	0.008324303	0.011116545	0.024679694
l	0.0032568371	0.610063	0.32806942	0.028019803	0.0023797532	0.00025106105	0.027960088
ò	0.09930331	0.15108809	0.25735116	0.24711761	0.20282191	0.006838607	0.035479307
s	0.0083653275	0.2038047	0.600782	0.17972842	0.004668863	0.00026055283	0.0023902059
o	0.10291941	0.19585632	0.34455797	0.1021258	0.10092366	0.053518854	0.10009794
n	0.00016491661	0.0021411437	0.853564	0.13122725	0.008146866	0.00023474857	0.004521067
a	0.014629864	0.04219147	0.38496968	0.5211621	0.009585813	0.007891369	0.019569768
n	0.00012877124	0.00053060247	0.18235977	0.7458881	0.03047132	0.000565864	0.040055573
a	0.017057894	0.030979173	0.20710436	0.56699395	0.031160543	0.07102557	0.0756785
r	0.000120323755	0.00024165079	0.05167069	0.57169294	0.31157258	0.0027475	0.061954293
è	0.042152062	0.0422913	0.10956966	0.2829258	0.13894811	0.26496255	0.11915058
t	0.0012548562	0.0027161732	0.041867916	0.48645207	0.43774402	0.010249788	0.019715235
s	0.049421143	0.052791774	0.0945	0.25323194	0.20641504	0.2848202	0.05881989
i	0.0071094087	0.0072736777	0.021071786	0.038802195	0.052302096	0.39517346	0.4782673
à	6.7277084e-05	4.668555e-05	0.0024290814	0.00779027	0.71683055	0.06799036	0.20484568
t	0.0012023683	0.0014295126	0.0037694173	0.024284827	0.94251436	0.012776034	0.014023482
s	0.00080675667	0.0006721261	0.0014581328	0.0040258938	0.24768822	0.6926193	0.052729525
e	0.00038642323	0.00036581594	0.0006278001	0.0010651111	0.015605424	0.7734069	0.20854254
n	1.39662e-05	6.409211e-06	6.4382395e-05	0.00015574174	0.37661412	0.17351656	0.44962883
ì	0.0021921226	0.0019018684	0.0027395238	0.0047736336	0.050276678	0.82269317	0.115422994
t	0.00084575	0.0006661258	0.001470326	0.004876688	0.24805924	0.4558267	0.28825513
t	0.0003488718	0.00031443397	0.00038367976	0.00047525793	0.00724356	0.80781865	0.18341559
a	5.065838e-05	3.65901e-05	8.075076e-05	5.7981495e-05	0.0018479355	0.8126545	0.1852716
</S>	2.464129e-05	1.008143e-05	3.3193533e-05	2.8050348e-05	0.016292749	0.19187236	0.79173887
