 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.9791694	0.0067650173	0.0007687564	0.0035689431	0.0036183898	0.003967408	0.00016118266	0.001646412	1.0777392e-05	0.00032359693
t	0.22853853	0.77119917	0.00020130741	4.3397038e-05	1.4802574e-05	1.4364979e-06	9.413105e-07	3.0187124e-08	1.5527218e-07	2.2633932e-07
e	0.299154	0.10350973	0.3126936	0.113217145	0.0142315505	0.056892335	0.08669361	0.011205327	0.001137477	0.0012652373
l	0.019506	0.9769538	0.0031953338	0.00014513721	3.9333423e-05	0.00012949572	2.8945477e-05	1.1863615e-06	7.1223076e-07	6.262543e-08
ì	0.10718385	0.17354497	0.4325724	0.025354361	0.004576685	0.033445988	0.20568787	0.0115207145	0.0045339116	0.0015792018
s	0.01705985	0.84504247	0.12730813	0.0034407007	0.0021282719	0.0018024759	0.0023386236	0.00075573305	4.7704478e-05	7.6090415e-05
i	0.05454587	0.31095386	0.32732454	0.0075674932	0.005060497	0.054035004	0.20005761	0.033328693	0.0064683924	0.0006581031
n	0.0003067538	0.2141453	0.746738	0.02442664	0.0049885972	0.007874521	0.0008121847	0.00069961103	3.1525517e-06	5.2031446e-06
a	0.009030094	0.08693148	0.7823158	0.08932901	0.010201686	0.0024998246	0.0050506922	0.0058564586	0.0017141599	0.0070707686
m	0.00033569205	0.02571116	0.9292857	0.03858317	0.0018643035	0.0017405148	0.002185535	0.00015591171	5.2096737e-05	8.5967076e-05
ì	0.0058640866	0.030721009	0.41149428	0.48947614	0.034960955	0.0012747674	0.0015954771	0.0037109365	0.0013160026	0.019586273
n	0.007878713	0.032480653	0.7044221	0.1960088	0.03104553	0.015504012	0.009307971	0.0022313155	7.9088364e-05	0.0010417768
i	0.030511405	0.05660203	0.31526014	0.48074275	0.08541177	0.0034244277	0.0029789535	0.0013610707	0.0027462046	0.020961324
p	2.4156501e-05	0.00033993903	0.0076818904	0.8928055	0.090803996	0.0063773203	0.0017245387	0.00020952807	1.0405547e-05	2.261326e-05
à	0.015691085	0.019612052	0.07332625	0.27503908	0.25073373	0.058977608	0.18552715	0.07762241	0.012064122	0.031406548
n	0.00047393845	0.002216031	0.038459245	0.6246482	0.2518731	0.045592457	0.034405883	0.0007687225	0.00023124208	0.0013311779
t	0.005470371	0.007381705	0.030286701	0.41405463	0.49697098	0.013622187	0.011114338	0.0016646823	0.0029581245	0.016476212
a	0.00073771214	0.001475518	0.0019252908	0.5823783	0.3765798	0.003622396	0.0037387786	0.0006267659	0.00036567426	0.028549688
l	3.683901e-06	3.6141144e-05	0.00021076389	0.1936713	0.71514857	0.08616739	0.0038071694	0.00090900465	1.31167835e-05	3.295597e-05
e	0.004806294	0.0052828183	0.011226712	0.10582109	0.6221895	0.09905295	0.05042954	0.035786323	0.01913927	0.046265557
t	5.732439e-06	2.813786e-05	9.089945e-05	0.14541154	0.54060334	0.28429875	0.003308189	0.025895165	0.00020817074	0.0001500618
t	0.0037777692	0.0038210612	0.010098624	0.08442433	0.471287	0.19019003	0.056095254	0.08018911	0.07441243	0.025704313
ò	0.00026979897	0.0013608938	0.0009650661	0.35599393	0.49952462	0.046591483	0.0028172906	0.017062841	0.013051878	0.06236217
m	0.0009026831	0.0008870575	0.0049430844	0.006136744	0.05156356	0.12574783	0.70277244	0.028070364	0.06934709	0.009629148
i	0.007774966	0.007878072	0.010769515	0.03224309	0.2961562	0.113145806	0.30829075	0.029437106	0.18978196	0.0045225117
f	0.00010043403	0.00011485421	0.00030830977	0.023375621	0.12811093	0.27934378	0.25701344	0.22458987	0.04548357	0.041559175
à	0.013794827	0.012841949	0.014783318	0.019679656	0.08472527	0.10863698	0.102220625	0.10260497	0.38507134	0.15564114
i	0.00063822465	0.000689211	0.0029643332	0.0024328888	0.010815866	0.099790305	0.3860111	0.14521502	0.2772343	0.07420876
t	0.00022939713	0.00017643088	0.00023710121	0.00094818015	0.006318022	0.048851136	0.041330274	0.81407857	0.040626053	0.047204863
o	0.0005057587	0.00037577035	0.00045947664	0.0010208776	0.007454824	0.0109762065	0.018868234	0.17931943	0.5235774	0.257442
v	0.00011203501	5.1137456e-05	5.1350584e-05	0.0005056189	0.0012707568	0.007826416	0.0029187503	0.9433413	0.0028118002	0.041110784
r	0.00062496954	0.0004861805	0.00066177134	0.00176337	0.018172698	0.022462117	0.03860713	0.15074521	0.7142556	0.052221026
à	0.0017906367	0.0010460515	0.0010558562	0.0052095	0.0067446353	0.00546292	0.0037942878	0.07720023	0.098022886	0.79967296
i	0.0016466556	0.0008507067	0.0016665291	0.00023409666	0.0004931165	0.010476118	0.05184692	0.095349714	0.6429597	0.19447641
</S>	0.00038803797	0.00019235982	0.00019760345	0.00016906594	0.00038266813	0.0022207664	0.0040718676	0.051940676	0.057786122	0.88265085
