 	non	aveva	dove	a	stare	</S>
e	0.93128794	0.04973365	0.0026694788	0.0030835695	0.010012446	0.0032129984
n	0.9975044	0.0022018238	0.00023220864	2.0598598e-06	3.1020927e-06	5.646406e-05
ì	0.09398836	0.0065914835	0.007454936	0.06493864	0.014330304	0.8126963
c	0.021623038	0.9159441	0.059912287	0.00069768284	0.00027250327	0.0015503783
h	0.004467557	0.4799402	0.50687873	0.003720359	0.00079284393	0.0042003766
e	0.007275181	0.39555043	0.5888481	0.001181356	0.00035803544	0.0067869266
p	0.026763523	0.23371735	0.53013706	0.10842216	0.069233276	0.031726614
u	0.25509492	0.0324169	0.011757081	0.2877714	0.055928238	0.35703146
s	3.440325e-05	0.00021278903	0.004450091	0.31787872	0.66674006	0.01068389
t	0.03809277	0.024525292	0.015550863	0.4579174	0.33977652	0.12413717
a	0.002797324	0.023969041	0.024432572	0.29716536	0.6370209	0.01461486
s	3.586192e-05	0.00013337976	0.00076101604	0.0761557	0.9072198	0.015694259
ì	0.026772851	0.0009548411	0.00041290914	0.004915889	0.07647009	0.8904734
</S>	0.0027322383	0.0015265587	0.0036610968	0.014360106	0.032848578	0.9448714
