 	stava	ancora	cucinando	</S>
ì	0.9116154	0.003364197	0.014090978	0.07092944
s	0.99721956	0.0027685054	2.1118083e-06	9.767221e-06
t	0.86521935	0.07389865	0.02599804	0.03488394
i	0.86377394	0.0024059217	0.009472041	0.124348216
g	0.83853287	0.15276018	0.0053311368	0.0033759195
g	0.098835655	0.047769535	0.7039959	0.14939894
h	0.7740002	0.08605228	0.009845818	0.13010171
e	0.07588385	0.01617428	0.059158232	0.8487836
a	0.02599652	0.5298912	0.025425116	0.41868722
n	0.0050370926	0.8810314	0.0759023	0.038029276
k	0.00299796	0.008398234	0.9506332	0.03797058
ò	0.013515056	0.014674926	0.11222275	0.85958725
r	0.031613503	0.75877583	0.06783655	0.1417741
a	0.23113675	0.36576378	0.38730314	0.01579632
m	5.1515704e-05	0.0030299022	0.9489966	0.047921963
a	0.00687086	0.009534074	0.9359843	0.047610693
r	0.00012603955	0.008893991	0.5351779	0.45580205
è	0.0020176228	0.0048372685	0.9714334	0.021711668
o	0.0032792059	0.13666037	0.3440082	0.5160522
n	0.00017589111	0.014367238	0.55382186	0.431635
t	0.0006248653	0.0047163484	0.62420243	0.3704564
a	0.000106308304	0.00030919592	0.5543208	0.44526362
</S>	7.127474e-06	0.0007490348	0.1917318	0.80751204
