 	è	che	stanno	ancora	alzati	</S>
è	0.9687884	0.0132616395	0.013941156	0.00057962694	0.0009582356	0.0024709192
n	0.87291235	0.057995696	0.05036403	0.018698867	2.4956222e-05	4.1393946e-06
a	0.6934771	0.16497047	0.110618256	0.027591966	0.0013958652	0.0019463702
s	0.004463667	0.33281446	0.63177925	0.02783994	0.0012406236	0.0018619945
t	0.01069555	0.21585411	0.65971684	0.020132685	0.016878923	0.07672192
a	0.053958174	0.35043997	0.56644434	0.0019964334	0.006066634	0.021094466
s	0.0017059827	0.06856473	0.8689823	0.032544427	0.01077037	0.017432291
ù	0.123455666	0.2249393	0.43322462	0.14522603	0.007972752	0.06518161
n	0.00782588	0.02388144	0.03502742	0.9236706	0.0033562498	0.0062383865
e	0.09553492	0.35166782	0.42576084	0.102041535	0.0043050395	0.020689888
a	0.00080098555	0.00604209	0.095210195	0.7605771	0.014940003	0.12242959
n	0.00022864075	0.0019002215	0.01835177	0.6782024	0.26694283	0.03437413
k	0.015795035	0.057227112	0.11406554	0.30737662	0.22558254	0.27995315
ò	0.019424215	0.023308657	0.13568616	0.05540595	0.0112459315	0.75492907
r	0.009427491	0.008197834	0.011588085	0.7624952	0.10407964	0.10421174
a	0.18430531	0.20053688	0.22192763	0.29980367	0.057215	0.036211506
o	0.00012466473	0.00046653138	0.0028569137	0.0038559826	0.9225512	0.070144616
r	4.770609e-06	1.296723e-05	4.8355036e-05	0.0008645406	0.9805563	0.01851299
t	0.0002934091	0.0005707571	0.0006619228	0.0049091554	0.96069324	0.032871544
ì	3.131688e-05	4.4691882e-05	0.00010155517	8.897345e-05	0.17351441	0.8262191
</S>	0.0008590664	0.00067135144	0.0005411611	0.013925572	0.5944805	0.38952234
