 	Marika	tu	hai	mangiato	</S>
a8	0.088334142	0.91153461	1.7798549e-06	3.85534613e-05	9.09438596e-05
a31	0.130852010667	0.868773086667	0.000256444216167	8.68029813e-05	3.17138092667e-05
a24	0.133622331556	0.865811028889	0.000342449814522	0.000201970343767	2.22654120889e-05
a31	0.195746161852	0.803284442963	0.000121742365307	0.000820693467922	2.69497176963e-05
a28	0.481382253951	0.516529917654	6.52657114357e-05	0.00196261832264	5.99619668988e-05
a31	0.706274371317	0.260115682551	0.000282264798812	0.0328867670742	0.000440957875633
a3	0.671956693772	0.158111882184	0.00124546056627	0.166280645691	0.00240534979188
a18	0.427722562591	0.067956127728	0.00284333842209	0.496573208564	0.00490479749729
a31	0.17515289553	0.0408375282427	0.00304548900736	0.772933216188	0.00803089606576
a23	0.0814332728433	0.0311287648476	0.00218307310245	0.877657652063	0.00759725002192
a31	0.0303941549478	0.0212781467159	0.00178016476748	0.917585750688	0.0289617923406
a20	0.0142517209826	0.017784228272	0.00143283685583	0.930359390229	0.0361718188802
</S>	0.0112098399913	0.009349328686	0.00128044657791	0.958820325114	0.0193400365901
