 	guardando	le	nuvole	capisco	che	piove	</S>
a31	0.4947921075	0.476736385	0.00228700915	0.0261026795186	8.149522503e-05	1.15106747744e-10	2.52516587457e-07
a13	0.4922902927	0.493923105	0.00216076955	0.0115646113519	6.10552816967e-05	3.89946836107e-11	8.43902979905e-08
a24	0.165209985433	0.824259955	0.00220742271667	0.0082552718173	6.73195088989e-05	1.39138493036e-11	2.86847009968e-08
a41	0.056271740311	0.933066918333	0.00176868367222	0.0088542671391	3.84551982996e-05	7.23942753453e-12	1.00614652989e-08
a31	0.0413264056037	0.926765939444	0.00213456319074	0.0297310270464	4.21087230999e-05	1.01643836847e-08	9.8038992663e-09
a41	0.0358121037036	0.643677993148	0.00191137601358	0.318318009015	0.000280353594367	1.89410932282e-08	2.01274480089e-07
a46	0.0155261457369	0.370841044383	0.00144589875453	0.610364023005	0.00174433371812	1.38633798541e-06	7.72047810034e-05
a31	0.010906881379	0.273682133128	0.00176018718484	0.710673494335	0.00222296263937	1.99743852847e-06	0.000752348000334
a20	0.005962563843	0.380400276043	0.0264065057616	0.568962598112	0.0166983601131	1.35649584282e-06	0.00156831343344
a15	0.004033691431	0.549631272014	0.124082728587	0.285123472704	0.0307275760377	4.07249041427e-06	0.00639715814448
a31	0.004402695977	0.368812587338	0.132120450429	0.461632994235	0.0213975783459	1.45529894714e-05	0.0116191427148
a20	0.00273847248233	0.246837709113	0.23908842771	0.486241808745	0.0146820291153	1.59920648905e-05	0.0103955712383
a31	0.00155880728411	0.200714099038	0.27601460257	0.498510716915	0.0127770473718	2.09438610302e-05	0.0104037934128
a23	0.00134503272804	0.104586822346	0.361040497523	0.512675010638	0.0095628767906	3.17049626767e-05	0.0107580368043
a31	0.00131115254268	0.0697589631153	0.389939544174	0.511206361879	0.0092643094302	4.56526765589e-05	0.0184739752681
a27	0.00113910305423	0.0556240567051	0.379134626391	0.529108620626	0.0159619519767	6.4696878853e-05	0.018966912756
a35	0.00308518632474	0.0670239555684	0.53070247213	0.358962613542	0.0285705749922	0.000175649882951	0.011479512252
a31	0.00383043035825	0.0436194006561	0.336119909477	0.557753611181	0.0266765866641	0.000243194390984	0.031756826084
a39	0.00334777260275	0.032033392352	0.350145891926	0.55058775706	0.0279576505547	0.000743423216995	0.035184039528
a41	0.00794629893425	0.0385820841173	0.466075157309	0.416270005687	0.0505560668516	0.00138168530567	0.019188647676
a24	0.00852318987808	0.0379902637058	0.44091376577	0.438227428562	0.0576347589505	0.00144928886856	0.0152612892253
a41	0.00722553169269	0.0388277195686	0.408427341923	0.465514236187	0.0637132949835	0.00205522652285	0.0142366330751
a3	0.00855285656423	0.0389002781895	0.309914253974	0.546661692062	0.0774332103278	0.00288512307428	0.0156525971917
a31	0.00563959627808	0.0312606400632	0.190153385891	0.640915697354	0.0771041054426	0.00237614474143	0.0525504465639
a0	0.020718803516	0.0298064793544	0.239417909864	0.540925042451	0.0950077704809	0.0117711848971	0.0623527863213
a20	0.0418257868387	0.0354018257848	0.373612983288	0.364416877484	0.133692903494	0.0218885349657	0.0291610619071
a31	0.0303200920796	0.0344043202616	0.249081191929	0.367077292495	0.161117631165	0.0152112671886	0.142788182969
a20	0.0404252364932	0.0314063304205	0.274479781476	0.292394780832	0.155565000388	0.0284260512629	0.177302814323
a31	0.0440134513311	0.0338369104735	0.289500458159	0.211637540277	0.153114706796	0.0327446525543	0.235152284774
a37	0.0503148276104	0.0324744234912	0.308042650386	0.164836331759	0.144869982265	0.0457606963181	0.253701102458
a46	0.133196640537	0.0250414218304	0.416377826795	0.113150902253	0.151886094088	0.0678945187727	0.0924526193527
a31	0.125790130179	0.0228452086101	0.261195701932	0.116603337418	0.148987996363	0.0411986224042	0.283378997451
</S>	0.0632094100895	0.022524835305	0.143496725466	0.117689078709	0.119938665681	0.0209792554221	0.512162018726
