 	non	mi	aspetti	che	non	vengo	</S>
a31	0.0342441643	0.095830755	0.615700625	0.224553464	0.0243395715	0.00191413209087	0.0034173126745
a37	0.0134399343667	0.0975820043333	0.803315508333	0.0753309437633	0.00852772538	0.000639616715203	0.00116426577783
a31	0.0065965638889	0.0418198705444	0.922209819444	0.0255878881178	0.00310063667333	0.000242605469401	0.00044261965261
a24	0.0043069728963	0.0192277539481	0.964746443148	0.00929097890593	0.00139728274111	0.000128271215467	0.00090228984087
a46	0.0267914335321	0.0108786421827	0.946890634383	0.00400909146864	0.00074148718037	0.00184599162416	0.00884269528029
a31	0.113931204511	0.0081867222609	0.719702488128	0.00893957522288	0.00238069604346	0.110314633375	0.0365446784268
a1	0.163444741504	0.012106090087	0.373475559376	0.0126461554076	0.00396682724782	0.395869124458	0.0384914949423
a31	0.110753930501	0.0319631546957	0.205556573125	0.0823454801359	0.00910023608261	0.522937601486	0.0373429954474
a20	0.0828769168337	0.113939434899	0.140928864375	0.108733573379	0.0197985943609	0.495424440495	0.0382981386158
a41	0.0745607022779	0.1911347783	0.110928154792	0.0508279144597	0.0252091701203	0.516658640165	0.0306806046719
a31	0.0383903372926	0.138176943767	0.090323884264	0.0286827978199	0.0180780106734	0.356856637722	0.329491384891
</S>	0.0206170134463	0.0731124683835	0.056944701132	0.01878329341	0.0108931167867	0.200077385361	0.619572042446
