 	io	voglio	che	Maria	venga	qui	</S>
a31	0.505346295	0.489102439	0.00502938715	0.0001239861155	0.000295032484693	7.98115828935e-05	2.30539264105e-05
a39	0.493439708333	0.502371506333	0.00399503138333	4.64913877167e-05	9.848781006e-05	3.81141282268e-05	1.07190844105e-05
a31	0.768102302778	0.229617395444	0.00219361679444	1.61703144556e-05	3.31114451867e-05	2.95539464089e-05	7.89209357017e-06
a37	0.720124550926	0.278500231815	0.00130152733148	6.01166771853e-06	1.13671570122e-05	2.72351924696e-05	2.90696126234e-05
a31	0.734378000309	0.264876062938	0.000681639710493	2.19201252951e-06	3.99688155073e-06	2.22567995899e-05	3.57723612078e-05
a11	0.887064200103	0.109913948646	0.00148727317016	5.21462542332e-05	0.00027135259758	0.00118475641663	2.62716990693e-05
a20	0.941448023368	0.0438550764153	0.00493917645672	0.000411861104744	0.00295438169919	0.00631151560554	7.99856263564e-05
a4	0.899225831123	0.0205180158384	0.0114713071522	0.00243909770158	0.0116670363331	0.0435611035352	0.0111176500255
a24	0.847382810374	0.0386444727795	0.0130632560507	0.00302598426719	0.0127064049444	0.0677780411784	0.0173990796752
a31	0.885969670125	0.0406877328932	0.00773932028357	0.00228613038906	0.00621317648147	0.0404606680595	0.0166433442251
a11	0.868568023375	0.0183802719311	0.0163488173612	0.00837860949635	0.00733663349382	0.0653620436865	0.015625615175
a24	0.621302441125	0.0117728629104	0.0322182071204	0.0394174164988	0.0177208941646	0.246761141229	0.0308070001583
a31	0.388204130375	0.00604577330347	0.0276659813735	0.0461206454996	0.0506061360549	0.356889653743	0.124467660053
a46	0.273202893458	0.00578059650116	0.0269398961245	0.0445884951665	0.0741704020183	0.438864754581	0.136453006351
a8	0.148432375819	0.00509950843372	0.0312126987082	0.0588466400555	0.0586264700061	0.627422368194	0.0703599904503
</S>	0.0978621049095	0.00298285211686	0.0271120443541	0.0560020425277	0.0443763690031	0.705875234097	0.0657893982252
