 	forse	sono	usciti	</S>
a23	0.9917192	0.00776481925	1.670088455e-07	0.0005158532565
a31	0.95567168	0.0441174885833	3.46659938922e-05	0.000176200036167
a23	0.94368182	0.0562100738611	4.61699304387e-05	6.19710562557e-05
a31	0.971825473333	0.028135883287	1.58620095542e-05	2.27975551519e-05
a10	0.983208277778	0.016777810029	5.75772754573e-06	8.14264085063e-06
a37	0.993647612593	0.00634045947633	2.20386190958e-06	9.74309788354e-06
a31	0.990057457531	0.00586943435878	0.000199446107937	0.00387372279963
a37	0.89683495251	0.0194507834529	0.000653732882646	0.0830605879332
a31	0.540741844903	0.020509566151	0.000610298330549	0.438138302644
a39	0.193354049034	0.00977195038367	0.00022783985985	0.796646134215
a31	0.0786554403447	0.00737278136122	0.000213716646617	0.913758044738
</S>	0.0420540961724	0.00555167903061	0.000282264243308	0.952111972369
