 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.816909315	0.175248386	0.0068579172	5.6544735e-06	1.846760775e-08	0.0009770371	1.688678928e-06
a46	0.929882448333	0.064326902	0.00509789733333	5.1618407e-06	6.53624065e-09	0.00068702315	5.74072110667e-07
a31	0.960784582778	0.0329275036667	0.00599748924444	7.17802026667e-06	3.12055445e-09	0.000283023116667	1.99962944056e-07
a17	0.971261027593	0.0227620325556	0.00584431848148	7.28905164556e-06	1.98543791667e-09	0.000125234260869	7.46593675187e-08
a37	0.984282842531	0.0132133183852	0.00245917842716	2.60159113185e-06	1.44481207222e-09	4.20808453563e-05	4.77764908396e-08
a31	0.98961454751	0.0090439803284	0.00130325644239	1.23326230395e-06	6.30907350241e-08	3.67751015388e-05	2.06214336947e-07
a39	0.79428864917	0.0386933831095	0.166060866581	0.000744743704501	6.75019026167e-06	0.000194050233846	1.15536731123e-05
a31	0.640848163057	0.0806791997032	0.27409598886	0.0010497008415	1.26701300872e-05	0.00327013527795	4.41444030374e-05
a37	0.490995331019	0.0727728282344	0.424089962953	0.000591302787167	1.04278956957e-05	0.0113828902593	0.000157194593012
a31	0.203714800006	0.0361406124115	0.425124386984	0.000405149305722	1.28266368986e-05	0.334325547086	0.000276610264337
a46	0.097249143002	0.0190329688038	0.157238923328	0.000165477198574	1.18756360329e-05	0.725574915695	0.000726685328112
a31	0.0578600003807	0.0119915031946	0.0636281197327	6.3628250358e-05	6.43811841097e-06	0.865624018565	0.000826274982704
a46	0.0213680744069	0.00478000032487	0.0218157514009	2.49899509527e-05	4.55604213699e-06	0.951593302855	0.000413292427568
</S>	0.0136231445535	0.00342727366243	0.0116094675004	1.50505304763e-05	3.22542606849e-06	0.970998776427	0.000323029853784
