 	viene	fabbricato	</S>
a31	0.649880515	0.3178690557	0.032250455273
a24	0.671054098333	0.3181543609	0.0107915521463
a31	0.887399712778	0.108992093767	0.00360821978177
a18	0.960625104259	0.0381657221963	0.00120918361319
a31	0.986165698086	0.0134229478728	0.00041131981733
a37	0.993329976029	0.00599194062427	0.000678046325777
a31	0.841346368676	0.00972369887476	0.148929913042
a20	0.782356799559	0.0101859975116	0.207457193681
a41	0.762686633186	0.00360923956387	0.233704127227
a31	0.447149777729	0.00174496986129	0.551105255742
a35	0.184272926576	0.00140551725376	0.814321558581
</S>	0.122988114288	0.00136534032688	0.87564655429
