 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.3836058326	0.614644955	0.00174862421	2.8984236425e-07	4.1054875e-08	5.8267255e-10	2.14221915e-07	6.9097242e-08
a31	0.12923172513	0.869802251667	0.000957767376667	2.13927843092e-06	2.532336299e-06	3.72513575e-09	3.59850968167e-06	2.37826499333e-08
a29	0.04688272124	0.952390017222	0.000716451275556	2.75404400364e-06	3.35285044633e-06	4.75518496667e-09	4.71659766514e-06	8.2578713611e-09
a46	0.0325293527467	0.967092125741	0.000374925448519	9.2396652688e-07	1.12106385094e-06	1.63571821889e-09	1.57227164492e-06	3.1587319037e-09
a11	0.279290692916	0.720522935247	0.000185141411506	3.21752402627e-07	4.0207417048e-07	7.51185966297e-10	5.24627434393e-07	1.9473254679e-09
a20	0.677565950972	0.322359549082	7.39018688353e-05	1.32652733542e-07	2.68539141493e-07	1.04574806877e-09	1.75733139231e-07	1.24431407597e-09
a8	0.888054370324	0.111918393827	2.68632085118e-05	8.42193491807e-08	2.07584060498e-07	9.99656512923e-10	5.91343324437e-08	5.1123838999e-10
a31	0.950073123441	0.049915451409	9.77976645393e-06	1.51463376394e-07	1.42212838017e-06	8.95967294308e-10	9.05045265479e-08	4.85093907997e-10
a38	0.878793087814	0.12047779047	0.000304795243201	0.000421394875985	2.70769369339e-06	9.07164443144e-09	2.43149898849e-07	4.83139146933e-09
a31	0.796807395938	0.202024626823	0.000540810571067	0.000623164181995	2.7575577978e-06	1.69080681438e-08	1.24448156628e-06	1.45612584898e-08
a24	0.620067585313	0.378382315608	0.000709858813689	0.000815633383998	3.1733378326e-06	2.05352293813e-08	2.04786376221e-05	9.5837190683e-07
a37	0.318771066438	0.678549548536	0.000937187004563	0.001553467528	5.03451161087e-06	4.02937681271e-08	0.000180542222541	3.12075986894e-06
a15	0.141718277813	0.854790949512	0.00103555096819	0.00193082270933	7.71931770362e-06	7.65800993757e-08	0.000511635740847	4.94403448965e-06
a31	0.200594226938	0.761940249837	0.0339724233894	0.00298390503644	2.12418650679e-05	2.31837082979e-06	0.000481667628282	3.98507420988e-06
a20	0.257859928979	0.664094949946	0.0455681944631	0.00332975587881	5.62825550226e-05	3.33499144326e-06	0.0289125185241	0.000175073772683
a31	0.310778126326	0.588909289982	0.0555816364877	0.00497577182627	0.000217430045008	3.50780926478e-05	0.039214560408	0.000288138414228
a37	0.383287188775	0.386354209994	0.0606140298292	0.00549329154209	0.000673987735003	5.13934528826e-05	0.162672802369	0.000853133278076
a46	0.399182219592	0.303015156665	0.0308016816097	0.00429936061403	0.001481550045	5.42682876275e-05	0.259917394123	0.00124837128269
a20	0.418387936531	0.357774308888	0.0307366428699	0.00602629103801	0.002197208715	0.000143497322543	0.183926678041	0.00080743635423
a24	0.349327938844	0.485682829629	0.0390157949566	0.00884807251267	0.00211683297167	0.000210921617514	0.114362258347	0.000435355964743
a31	0.278671782948	0.547718876543	0.102670002319	0.0184049530042	0.00127782280389	0.000174900412505	0.0508887034857	0.000192954271914
a17	0.355995564316	0.411595532181	0.130280330773	0.0287453283347	0.00852480644796	0.000244003224168	0.0642016228652	0.000412789864305
a20	0.489427754772	0.258975607394	0.0848573369243	0.0294548407782	0.0169728944827	0.000555893264723	0.118942467622	0.000813158121435
a38	0.492293708257	0.237120282465	0.0639859289748	0.0292390092594	0.0172810004942	0.000958737754908	0.157903432541	0.00121787447381
a31	0.353370317419	0.403834500822	0.0624649229916	0.0453992064198	0.0114943684514	0.000870985231636	0.12134363458	0.00122206959127
a17	0.274770383806	0.401978908941	0.0645293653305	0.0589876021399	0.0558238411038	0.00133664175721	0.141151108593	0.00142214306376
a31	0.278874151269	0.374067811647	0.0493120771102	0.0492623047133	0.0714365735346	0.0016725461424	0.168169512864	0.00720500922125
a37	0.225634180423	0.349579675216	0.0363969777034	0.0426776235711	0.129690964345	0.0024475481708	0.204412774288	0.00916024934042
</S>	0.204087260212	0.191147594608	0.0355426803517	0.0447898437855	0.222088167172	0.0036338361854	0.292876012144	0.00583460257021
