 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
a8	0.152621991	0.473507415	0.1144107497	0.000506901925	0.00271630370286	0.15611848198	0.099235812388	0.00084765667165	3.47188045e-05
a20	0.0917585776667	0.672600605	0.1457193899	0.00128108202167	0.000913563407863	0.0520396381354	0.0339429327547	0.00072858407165	0.00101566198383
a31	0.138162375889	0.704442425	0.105091439967	0.0103668220072	0.000730306507621	0.0173593941473	0.0185710986182	0.00336973142388	0.00190642669461
a8	0.432586101963	0.452649291667	0.059606743209	0.0125731918317	0.000745876745874	0.0058912326391	0.0191652045394	0.015182084808	0.0016002983982
a20	0.779438787321	0.156848187122	0.0198831350013	0.00419822416457	0.000335446646958	0.0020615919607	0.0133432175798	0.021699116936	0.00219234456607
a31	0.90905486244	0.0587055279407	0.0069832673121	0.00189777767952	0.000152546368986	0.0007074550679	0.00686568325993	0.0135468107453	0.00208612006536
a24	0.953344800813	0.0287577863136	0.00301921483737	0.00130258930317	0.000120828201329	0.000284248105967	0.00592056975331	0.00628320338177	0.000966785551787
a46	0.915832870271	0.0170634357712	0.00145151517912	0.000662200957723	0.000514766480443	0.00178501114199	0.0202234269178	0.0411786844939	0.0012880987706
a10	0.620661206757	0.0124506342571	0.000841828059707	0.000317485315908	0.00169729826015	0.0479928083807	0.0968023563059	0.217668681498	0.00156771602353
a8	0.330004352252	0.018415401419	0.00134068095324	0.000270652745303	0.00230943718672	0.17826087946	0.225919232102	0.242558446166	0.000920935091177
a31	0.192025734217	0.017937733973	0.00159369275108	0.000284214311768	0.00521816872891	0.36270918982	0.333913290701	0.085925070722	0.000392913307059
a46	0.145846978206	0.039056201491	0.00947191931703	0.00221524934392	0.0059290987763	0.480880226607	0.276526710234	0.0391586122407	0.00091501772902
a3	0.215770099402	0.0936604071637	0.0260312171057	0.00632706761464	0.00364043812543	0.444955992202	0.178597176745	0.0290384204136	0.00197918167634
a18	0.210753109801	0.114076202388	0.0357290023686	0.0125936645382	0.00551937204181	0.361945870734	0.221809465582	0.0290447451379	0.00852855465878
a31	0.150867829934	0.120841557463	0.0365569674562	0.0141772611794	0.00902384134727	0.382906116911	0.230367315194	0.028407847046	0.0268512512196
a10	0.168211876645	0.138220602488	0.0470348558187	0.0249445023931	0.00881659544909	0.369111535637	0.165739845065	0.043256356682	0.0346638030732
a20	0.208462828882	0.129570180829	0.0480728662729	0.0319374374644	0.00750051398303	0.314009888546	0.176150228355	0.0597458062273	0.0245502233577
a35	0.159279809627	0.0973379792763	0.0348449544243	0.0231768874881	0.0116738844943	0.335315479515	0.240991342785	0.0655376894091	0.0318419484526
a8	0.089109912209	0.0634352077588	0.0275876358081	0.0192745171627	0.0184688194981	0.353609279838	0.281873780928	0.0859545514697	0.0606862971509
a31	0.0708227630697	0.10771551492	0.0343011732694	0.0160096537209	0.0169204539327	0.266401683279	0.223734120309	0.0827165121566	0.18137814905
a24	0.112603211023	0.14224732164	0.0344450197565	0.0157341385736	0.0100276635109	0.16379378776	0.191313050103	0.105255600719	0.224580231017
a8	0.111929607008	0.09397179388	0.0268410869188	0.0161436878579	0.0124603516036	0.210689119253	0.221301123368	0.160008683573	0.146654571672
a0	0.0634358396693	0.0564010756267	0.0228264739729	0.013815710786	0.0153265415345	0.239758299751	0.238869697789	0.197113817858	0.152452560557
a31	0.0479496072231	0.0892470528756	0.030767202991	0.0126163584287	0.0112559988448	0.159351181584	0.191560328263	0.165134449286	0.292117820186
a18	0.0729181424077	0.110929722625	0.0350907146637	0.0125508428096	0.00824095204827	0.110109905528	0.136813845088	0.171633033095	0.341712850062
a31	0.0769750508026	0.110181945875	0.0392316185546	0.0127493166032	0.00777428711609	0.101429758509	0.117157424029	0.175560537698	0.358940070021
a17	0.0665333169342	0.102049249958	0.0394770325182	0.0123270722011	0.00749483750536	0.092081319503	0.095483010343	0.202644275899	0.381909866674
a8	0.0535022689781	0.049964265986	0.0200907898394	0.0102330394004	0.00941273646845	0.117643216501	0.126520726781	0.3190147953	0.293618145558
a31	0.0246472486594	0.034852272662	0.0169414839465	0.0090542964668	0.0107759276562	0.1086809995	0.102184477927	0.260613638433	0.432249641853
</S>	0.0175569728297	0.038991240331	0.0187437839733	0.0092820617334	0.0097637018281	0.07578031075	0.0671209074635	0.165875809216	0.596885190927
