 	sul	muro	vuole	uno	specchio	</S>
a31	0.94809219	0.007672273185	0.000415603346	0.0391327686325	0.00426444105558	0.00042274326515
a39	0.97036889	0.0146707478517	0.000155537089333	0.0131783723825	0.00148233688892	0.00014410857715
a35	0.95964718	0.0339495922839	9.45748864443e-05	0.00507829814417	0.00116185356297	6.85118117167e-05
a31	0.967333826667	0.0289595449613	8.10171454814e-05	0.00243456740472	0.00114603082099	4.50349909056e-05
a2	0.977629655556	0.0175262378538	0.00028461077516	0.00298836955824	0.00145672514033	0.000114382229969
a0	0.702020668519	0.261146225951	0.000612486815053	0.00683385551941	0.0271678017134	0.00221895371999
a20	0.292314213506	0.611532045317	0.00185974710502	0.0152304348398	0.0706328772378	0.00843066657333
a18	0.236236478502	0.537788868439	0.00418042186834	0.0155296573799	0.148375569079	0.0578889921911
a31	0.244395006167	0.53184667948	0.00429801348945	0.00656806998997	0.13857335646	0.0743189290637
a0	0.190836962056	0.47843703016	0.00267139692982	0.00338800202666	0.27492848892	0.0497381626879
a31	0.193344574019	0.167067035387	0.00190666924327	0.00337713877555	0.33962992464	0.294674658896
a46	0.124823599006	0.0601201817957	0.00147704444776	0.00453433265852	0.440458193213	0.368586659632
a33	0.050978221002	0.0232033285986	0.00093941350592	0.00925894111951	0.760027197738	0.155592906544
a8	0.0184429716673	0.00835349743287	0.000489820985307	0.0144249897065	0.848489732579	0.109799002181
a31	0.0109076148891	0.00301129611562	0.000457590021769	0.0299441922355	0.685837394193	0.269841940727
</S>	0.0119349974446	0.00156637616481	0.000560829610884	0.0438097231177	0.512674572097	0.429453535364
