 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	0.108492285	0.79377979	0.081722221	0.000968102935	0.00034799343	0.00192749946215	0.00422932724087	0.00844274007515	8.68883465e-05	3.1602e-06
a39	0.271216795	0.671497186667	0.0497358143333	0.001112094635	0.000341602014667	0.000643253725983	0.00140993456493	0.00302310582182	0.0004412982965	0.000578891226
a31	0.357326158333	0.550857592222	0.0856541481111	0.00243089221167	0.000208971202889	0.000215542632694	0.00047019888439	0.00127479659061	0.0007485505455	0.000813104952
a14	0.436578256111	0.471114340741	0.0845030083704	0.00225427468722	0.000144387996296	7.30207837647e-05	0.000157020259567	0.00128356636687	0.0016586346285	0.002233463394
a41	0.730701752037	0.21605987358	0.0327240319235	0.000878485427407	7.36359460987e-05	2.59321355882e-05	5.2976096799e-05	0.00190885638896	0.00547907034283	0.0120953923647
a33	0.852520137346	0.0871940751733	0.0120250362778	0.000345967391802	4.37418273662e-05	0.000309843006863	0.000360776183133	0.0106519721297	0.0229322447809	0.0136162111016
a20	0.920132785782	0.0293772163044	0.00406074776393	0.000131882002101	2.14592849221e-05	0.000410898260954	0.000481436642711	0.0134318651432	0.027220457127	0.00473126494387
a31	0.959704115261	0.0105305607015	0.00158817452264	0.0004717222712	0.000138468860774	0.000577515378985	0.00037195086257	0.0115696501477	0.013102228909	0.00194559221129
a10	0.944568771754	0.00976130223383	0.00293788574088	0.0008573574104	0.000199235953591	0.000744254722995	0.00553615142086	0.0150138513826	0.0189804496363	0.00140068447043
a31	0.638685187251	0.00934819601128	0.00332250500363	0.000587569695133	0.000483897151197	0.063322000771	0.0885546421403	0.169387871794	0.0248382942121	0.00146978639014
a46	0.485095612417	0.0137750106038	0.00368279762454	0.000954846370044	0.0019883183504	0.0858581755903	0.152327730713	0.233483657265	0.0212414360707	0.00159239023005
a31	0.418381448472	0.0168145252013	0.00533377434151	0.00109927721668	0.00272253898347	0.0866932771968	0.204244266904	0.245569479088	0.0167250419236	0.00241639104335
a39	0.367739693824	0.0295361977338	0.00871393124717	0.00276707626556	0.0129460164278	0.0921065193989	0.216164215635	0.246382468029	0.0178320662079	0.00581186434778
a28	0.605870117941	0.0501648592446	0.0124718994157	0.00419239785519	0.0206184474759	0.0438283834663	0.123881910878	0.110965295676	0.0204131974026	0.00759357471593
a21	0.711978672647	0.0606263347482	0.0174948704719	0.00325688245173	0.015552560492	0.0261323241554	0.0697101319593	0.0655829432253	0.0179017788009	0.0117635688386
a24	0.777815524216	0.0714813315827	0.0205358844906	0.00231755975058	0.00951948493067	0.0151269496518	0.0376088149864	0.0385203725751	0.0136404885336	0.0134336404129
a46	0.785748008072	0.107923117194	0.0283362591635	0.00164754221686	0.00477587587689	0.0091962961506	0.0182377563288	0.0234152083584	0.00911133244453	0.0116086476043
a20	0.730520002691	0.160925609065	0.0405119580545	0.00168126610562	0.0033914164923	0.00803776688353	0.0121755803429	0.0198725974528	0.00912774881484	0.0137560610348
a31	0.55235661423	0.209459826355	0.156715576018	0.00381463570187	0.00212885109743	0.00663048229451	0.0112396963476	0.0250017831509	0.0106366052716	0.0220159325116
a14	0.44784185141	0.252542372118	0.199881728673	0.00524484756729	0.00224685903248	0.00630601859817	0.0121909264492	0.026546085217	0.0175313427572	0.0296679531705
a17	0.49371253047	0.272184667373	0.108489406224	0.0045636173891	0.00374057981083	0.00814624786606	0.0149512554831	0.0243024105723	0.0327089865857	0.0372002777235
a31	0.348687315157	0.241160069124	0.140613235408	0.00883997099637	0.00451962560361	0.015364698622	0.0371874618277	0.0547202921908	0.0481210521952	0.100786255908
a11	0.262584863386	0.216659849708	0.149969401803	0.0121704053321	0.0059999107012	0.0174996152073	0.0472943259426	0.0637077307303	0.0784599673984	0.145653896636
a18	0.264225794462	0.194988743236	0.0834266722677	0.011293473444	0.00942721206707	0.0204970257358	0.0502028206475	0.0604788765768	0.141325409133	0.164133970212
a6	0.158167092487	0.117778521079	0.0462676897559	0.0114490428147	0.013279206689	0.0352707862453	0.0736153868825	0.0886767121923	0.206801319711	0.248694256737
a8	0.068519357829	0.0551929890263	0.0254057535853	0.0104437589382	0.0146329888963	0.0436179560818	0.0837846442942	0.104451595731	0.229785639904	0.364165318912
a31	0.044923581943	0.0587578483421	0.100980194195	0.0212500396461	0.0124888172988	0.0342152503606	0.0616012534314	0.084033688577	0.170684936635	0.411064389637
a24	0.083394863981	0.104177322781	0.137625681398	0.0245756102154	0.00981448343293	0.0215815554535	0.0420233631438	0.0645668961923	0.136071592212	0.376168629879
a37	0.137537881327	0.13391500426	0.0763252437993	0.0137129920718	0.00865851581098	0.0174944571512	0.0447277980479	0.0666753720641	0.166864534071	0.334088193293
a38	0.136551873776	0.118750644753	0.0493156672664	0.0112654410239	0.00922145893699	0.0196865220504	0.054098586016	0.0741453673547	0.201445991357	0.325518464431
a31	0.0999862979253	0.107500508251	0.0986176050888	0.0236510746746	0.00935058731233	0.0197418780168	0.0493934423387	0.0661670057849	0.170032684786	0.355558961477
a11	0.105765109308	0.112943461084	0.116461331696	0.0279231722249	0.00899447277078	0.0163024841723	0.0413289481129	0.0527540112616	0.152938319262	0.364588737159
a31	0.101249391769	0.0984634653613	0.0870573105653	0.0272640647416	0.0107387192569	0.0186795765574	0.0456519027043	0.0539323117539	0.154488696421	0.402474572386
a8	0.062221615923	0.0674228451204	0.0704795355218	0.0269483365805	0.0129112200856	0.0254737135191	0.0629239189014	0.072028817918	0.192190735474	0.407399274129
a10	0.046790394641	0.0430935203735	0.0324973225073	0.0151089409602	0.0120296463619	0.0245414228397	0.0700563913005	0.0815907379727	0.245274711825	0.429016958043
a18	0.0405431208803	0.0358547591245	0.0200562605024	0.0103297944201	0.010499585454	0.0208824726132	0.0644461721002	0.0774051609909	0.237222903942	0.482759802681
a31	0.0316830026268	0.0335823133748	0.0323407745008	0.0161171604734	0.011669611818	0.0224475845377	0.0597211323667	0.071568382997	0.193519654647	0.52735041756
