 	avete	cucinato	le	verdure	</S>
a31	0.3941319375	0.114317859	0.47431783	0.015055983365	0.00217640476938
a46	0.467987620833	0.113624104333	0.411985202667	0.00561845289833	0.000784680969377
a20	0.807228406944	0.038790521011	0.149654161556	0.00398667149944	0.000340278536459
a31	0.764970935648	0.0161248059037	0.108533815185	0.109537957166	0.000832487625486
a17	0.603416698549	0.00954591730123	0.0954011780617	0.283909985722	0.00772620854183
a31	0.56867665285	0.0280448104337	0.0466243206872	0.334748311907	0.0219058968473
a35	0.37852697064	0.0332109117312	0.0254559334291	0.533603593969	0.0292025959491
a31	0.127306161503	0.0112788692637	0.0170355640097	0.78258629799	0.061793142983
a46	0.0434506846843	0.0038655869429	0.0313115906699	0.856986965997	0.064385189861
a38	0.0145971886514	0.00130295201863	0.04041770489	0.920607905332	0.0230742489203
a17	0.0049575382638	0.00045337644621	0.04249606663	0.943504618444	0.0085884357401
</S>	0.0025285604419	0.000238907459105	0.047061610815	0.945378259222	0.00479270687005
