 	lo	posso	finire	di	scrivere	</S>
a20	0.4921711905	0.422575059	0.07087036475	0.00040955971	0.01006879	0.0039049934285
a31	0.167291878077	0.444202756333	0.37845327825	0.000284598349	0.00845704555	0.00131044911827
a39	0.156641596936	0.364103488778	0.448166043417	0.000148455222	0.0303546980667	0.000585717905861
a24	0.386544642312	0.326582579593	0.187165723806	0.000194945534	0.0988641993556	0.000647886431954
a18	0.692384580771	0.123601498331	0.0867052494353	0.000171490372667	0.0966088206519	0.000528359200651
a24	0.88322094359	0.0421391132103	0.0317749236451	0.000137260885556	0.0425221167506	0.000205635798217
a31	0.90036621453	0.0163436891701	0.0297644215484	0.00204784992852	0.0507089679169	0.000768845460739
a20	0.617021100177	0.0132253265234	0.0363370361828	0.00855043077617	0.322410075972	0.00245600552025
a31	0.255475425392	0.0178978001745	0.0734163483943	0.0107294817587	0.598390438657	0.0440905019734
a1	0.109431533464	0.0175055697248	0.0816046091314	0.0180672437529	0.714302302886	0.0590887933245
a31	0.0448964763547	0.0123260160416	0.0391652187105	0.0195446019843	0.778105024295	0.105962717108
</S>	0.0233740934774	0.0098394737208	0.0292343383553	0.0112298610922	0.747901862147	0.178420408554
