 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a23	0.66472392	0.299611765	0.0356290295	7.9160194e-07	4.00030683e-06	6.7993672885e-09	1.425521785e-05	5.1654355e-06	6.03557695e-06	3.86202602e-06	1.103536355e-06
a31	0.535966123333	0.421019661667	0.0429965105	5.66676773333e-07	1.48785975e-06	2.33581187183e-09	5.26560959e-06	4.30899154333e-06	4.28871934333e-06	1.32108653333e-06	4.00210354567e-07
a20	0.585950524444	0.383267520556	0.0307753383667	4.61999266944e-07	6.07537841733e-07	8.5842911061e-10	1.80577420133e-06	1.54761977444e-06	1.53779554111e-06	4.9977030111e-07	1.39491137422e-07
a31	0.762671324815	0.225682030185	0.0116441507222	1.93698366815e-07	2.69468498978e-07	1.77194470687e-09	6.24245089777e-07	5.51648018147e-07	5.7294851637e-07	2.3382953237e-07	5.39525510407e-08
a7	0.806555738272	0.188598470062	0.00484460709073	1.04912839605e-07	1.56446139526e-07	2.09742272896e-09	2.35066782259e-07	2.19758150049e-07	2.2839748479e-07	1.7557391279e-07	2.24781655802e-08
a31	0.841520692757	0.156716250021	0.00176245422358	8.0756458535e-08	5.84281647087e-08	1.92927343632e-09	9.12072498863e-08	8.89683291497e-08	1.04337893897e-07	1.49431722597e-07	1.03914983934e-08
a24	0.919145630919	0.0798616140403	0.00066435991186	1.01193732845e-07	3.11173622362e-08	2.67037157877e-09	3.3576770781e-06	1.58929755485e-06	1.71208365536e-05	0.000306181730746	2.37007219978e-08
a37	0.96777514364	0.0313699880468	0.000268224477953	1.85752699428e-06	2.66817469745e-07	2.48949134929e-08	6.73103102603e-06	2.61846255162e-06	2.73240341845e-05	0.000547740523582	6.95968763326e-08
a31	0.980773714547	0.0162139980156	0.000197343669318	6.47872213143e-06	2.28040972325e-06	6.46518411643e-08	0.000154949703675	1.37843940172e-05	5.51375347282e-05	0.00258114550786	1.09159421878e-06
a11	0.973130754849	0.0207223010052	0.000670226386439	6.74195954381e-06	3.73038004078e-05	1.06797300388e-07	0.000222119973892	2.88043040057e-05	0.000158607488243	0.00501522126929	7.79233073959e-06
a31	0.742274668283	0.0262717806684	0.00119574012881	1.50757660146e-05	7.94546538026e-05	4.17370883463e-07	0.00222036227396	0.000186847508002	0.00164115509608	0.225692800423	0.000421670084913
a3	0.630709989428	0.0261249048895	0.0015104622096	1.83665046049e-05	0.000490978906268	7.59947294488e-07	0.00655350542465	0.00142579006933	0.00532998716536	0.327075220141	0.000760032481638
a27	0.777012746476	0.0425290199632	0.0016944361032	8.74247533497e-06	0.000756695655423	7.18215774829e-07	0.0122236671416	0.00349596505644	0.00864729238845	0.153078190714	0.000552522330546
a20	0.827438885492	0.0547805659877	0.00157363916773	7.58411731166e-06	0.000550167021808	7.44650734943e-07	0.0188445350472	0.00449400315215	0.00948094046282	0.0823550009047	0.000473917226849
a31	0.736578701831	0.0644107096626	0.00689258672258	0.000128489538771	0.000551637790603	1.42338661783e-05	0.0166896641824	0.00329312546405	0.00822580515427	0.158626180302	0.00458884017562
a20	0.625915153944	0.0907874932209	0.0110441495742	0.000256771166257	0.00120155339687	4.72230467261e-05	0.0427362365608	0.00770233390135	0.0139421503848	0.200075358434	0.00629155525854
a11	0.576399544648	0.112753239407	0.00856124772473	0.000266014805419	0.00164147843229	5.8812864242e-05	0.0926555955203	0.0179197633004	0.0323887834616	0.153858911145	0.00349656871951
a13	0.507856474883	0.118119028136	0.00716892944158	0.000301475151806	0.00143983237743	5.30599147473e-05	0.112406850173	0.0233934071001	0.0502833924872	0.175107347048	0.0038701795065
a28	0.428250818294	0.117122799379	0.00746048214719	0.000421014470602	0.00147643829248	7.15579362491e-05	0.117146498391	0.0265686020334	0.0675064888291	0.227673892349	0.0063014178355
a31	0.331482956098	0.099832979793	0.0189181390491	0.000688312810201	0.00201612889749	0.00026249253075	0.0870561181303	0.0209468690111	0.0591118596097	0.315795620783	0.0638885432785
a39	0.233332598699	0.108223659931	0.0246672270164	0.00315898847007	0.00316939046583	0.00092795711025	0.0636021780434	0.0235312866704	0.0777337165366	0.379705703594	0.0819473192262
a31	0.131082366233	0.091630838977	0.0155651170055	0.00376974005669	0.00380641008861	0.00109078763675	0.0601616466811	0.0276961182235	0.0901939155122	0.411194624531	0.163808447875
a8	0.058492718411	0.0383049123257	0.00862328650183	0.00201062048556	0.0032222948962	0.00080546226225	0.048276906227	0.0269574674078	0.109565425171	0.51140919151	0.192331732292
</S>	0.0339715387055	0.0254091566628	0.00548141350091	0.00192925059278	0.0027140828481	0.000848052306125	0.0499708231135	0.0325569267039	0.154505442586	0.591532045755	0.101081290646
