 	non	deve	magniare	la	sera	</S>
a20	0.5308369725	0.0081964099	0.45796845465	0.00218697447	9.13640308e-05	0.000719851981
a31	0.201741255133	0.0085950064	0.788447294883	0.000945907436667	3.05476031067e-05	0.000240035491833
a18	0.400029767678	0.00458249563333	0.594938484501	0.000358884422689	1.02637376422e-05	8.01183318777e-05
a37	0.798796302559	0.00257099481111	0.1984668531	0.00013335844803	4.56115311407e-06	2.78987525259e-05
a18	0.932240314186	0.00143065837037	0.0662388289283	7.07451393433e-05	7.15776813802e-06	1.23112358753e-05
a31	0.970892704729	0.00285927882346	0.0225237884778	0.00231931837311	0.00129580265355	0.000109094672192
a13	0.75352869491	0.00715273140782	0.0139191008259	0.0120680421244	0.208722472285	0.00460891485073
a31	0.64000512497	0.00751643440261	0.0122979775086	0.0148957120415	0.303234637428	0.0220500606169
a17	0.50108272189	0.00365110176754	0.00713935350287	0.0419460893472	0.417402585809	0.0287781128723
</S>	0.253124981295	0.00190284543377	0.00565294990144	0.0736547796736	0.643199662905	0.0224647884362
