 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a31	0.19046406	0.80376495	0.000251695845	0.00013335185	1.7041631005e-07	5.95755785e-05	5.26715299e-05	0.0031686629813	0.00206734169506	3.749923271e-05
a37	0.27390795	0.72355176	0.000233416088	6.50173656667e-05	6.048346405e-08	4.18377711667e-05	3.31168885667e-05	0.0010923778113	0.000847382388393	0.000227078296043
a31	0.36311489	0.63547423	9.3244079e-05	6.82349675556e-05	7.92254586833e-08	5.31093643889e-05	3.08864971889e-05	0.000404341776767	0.000459781539464	0.000301230445348
a20	0.494640003333	0.504433586667	4.26398607e-05	6.01073479519e-05	8.31010163944e-08	4.1654045263e-05	1.52089868296e-05	0.000142234074256	0.000382857229821	0.000241633795116
a31	0.766611511111	0.232720678889	1.83517899333e-05	2.1660883084e-05	7.40816989648e-08	1.5936611621e-05	5.40847658987e-06	5.05393454787e-05	0.000341546157274	0.000214259536205
a13	0.870162013704	0.0998112676963	1.10844767444e-05	9.400163028e-06	1.95987832988e-07	0.000186235873274	9.87117297433e-05	0.000684642463553	0.0287798236998	0.000256589216568
a31	0.916920371235	0.0358282027654	1.92227870148e-05	1.83964060093e-05	3.36488262433e-06	0.000367356534425	0.000165924999914	0.000976283697851	0.0439893725666	0.00171149557219
a20	0.641025915412	0.0151675765218	2.72779066716e-05	8.76037633364e-05	9.82566587478e-06	0.000980301088142	0.000888161929971	0.0253375169426	0.314387532189	0.00208828025073
a17	0.317208216804	0.0102022759739	2.53665568905e-05	0.000405305314445	1.10570405249e-05	0.00358549259605	0.00157195827666	0.0483147769809	0.617139607396	0.00153591531024
a20	0.455550278935	0.0232299503246	3.90179692968e-05	0.00147949057148	1.1801972075e-05	0.00613586443202	0.00129007734889	0.034415996327	0.475504015799	0.00234348220341
a31	0.415005538645	0.0243169929749	4.16142610989e-05	0.00161228617716	1.04397628583e-05	0.0252926594773	0.0033838146063	0.0606832714423	0.465000531933	0.0046528218678
a20	0.427899891882	0.026060242525	2.8235491033e-05	0.00711758091239	1.40147224528e-05	0.0311281215924	0.00401130176877	0.0674573388141	0.431613457311	0.0046697588026
a31	0.433288936961	0.0351958738417	5.93791763443e-05	0.00971273993746	4.53184448176e-05	0.0414428556308	0.00436956248959	0.0582853966047	0.394181232437	0.0234186377809
a3	0.196787648654	0.0263995466139	0.000113319082115	0.0111763352792	0.000101451656606	0.0711840485436	0.00694738849653	0.0676728225349	0.583806624146	0.0358107982603
a8	0.116685532885	0.0154867262046	0.000112844082705	0.0127404430931	0.000112471867535	0.194537776181	0.0131429818322	0.0580647275116	0.567214474715	0.0219020100868
</S>	0.0662761164425	0.0094589756023	9.38296893525e-05	0.00925029454655	9.08293867675e-05	0.31123243809	0.0188000219161	0.0615376412558	0.507043517357	0.0162162825434
