 	che	vende	buon	pane	</S>
a17	0.60813422	0.3918005175	2.605014e-05	1.8578878e-05	2.06677345e-05
a31	0.286414511867	0.710812659167	0.00271715705267	4.01837353333e-05	1.550071904e-05
a11	0.187716842489	0.808511499722	0.00361562078589	0.000105366125111	5.06537995533e-05
a39	0.382935087496	0.614571306574	0.0012595641703	0.000967650451704	0.000266365376518
a35	0.684302702499	0.312010788525	0.0005293034701	0.00283097605057	0.000326166358839
a39	0.877362424166	0.112978448175	0.0007260677967	0.00866998235019	0.000263047419613
a31	0.932162141389	0.0533636323917	0.000787884255567	0.0133654467834	0.000320935116538
a24	0.821846913796	0.0681326014639	0.000553390318522	0.108414097594	0.00105298671551
a18	0.511500791265	0.163468650488	0.000497135416174	0.322969212531	0.0015641644385
a31	0.447323017088	0.220788910163	0.000413279165391	0.33025390751	0.0012208615795
a13	0.400034215696	0.181952776721	0.000302821778797	0.41687393917	0.000836214243167
a31	0.204656061899	0.172392608907	0.00158738088993	0.615819779723	0.00554413189772
a46	0.136287713966	0.129762051636	0.00203328353664	0.724604609908	0.00731232887591
a8	0.0699529446553	0.056245603212	0.00116802025221	0.869224806636	0.00340862650197
</S>	0.0493890123277	0.041369787606	0.00128327622611	0.905258933318	0.00269899570099
