 	non	ha	da	mangiare	</S>
a31	0.04534249005	0.686459735	0.263793745	0.0001699630675	0.004234108995
a20	0.0751945013833	0.735837395	0.185483718333	9.91160575e-05	0.00338529542833
a31	0.107046163794	0.594345678333	0.294595989444	0.0003043870225	0.00370775484278
a41	0.312895457931	0.379918780778	0.277655246481	0.000420717354167	0.0291097705476
a10	0.691336525977	0.152152450059	0.119271671327	0.000229125318389	0.0370101720759
a31	0.714709505326	0.0886650718197	0.147700572942	0.0197399968731	0.0291847919186
a15	0.441934951775	0.0817043729399	0.209831004314	0.226447554958	0.0400820923062
a31	0.244087027258	0.0502844503133	0.128975937105	0.372006738319	0.204645839769
a39	0.136775173753	0.0388871037711	0.148718361368	0.42653429944	0.249085060256
a37	0.0617908365843	0.0315106889237	0.175777642123	0.63960546648	0.0913153404187
</S>	0.0399983392921	0.0224844209619	0.127511228561	0.75661128324	0.0533946802094
