 	non	ho	cosa	è	da	mangiare	</S>
a31	0.13480332	0.8291711	0.0339198645	1.519699045e-07	0.000992066035	5.85447176612e-07	0.00111293958428
a8	0.344479646667	0.63818224	0.0165107780667	6.91970645e-08	0.000454132835	1.95415199712e-07	0.000372982325747
a31	0.542838882222	0.436515863333	0.0179387409222	2.30562118167e-07	0.002578735245	7.21975196707e-08	0.000127487715716
a37	0.637991227407	0.341020977778	0.0177289629407	3.08989022722e-07	0.00321005335033	3.26003758236e-08	4.84016512387e-05
a20	0.855087875802	0.137486947926	0.00632195381157	1.60321209574e-07	0.00108197632044	1.39553024412e-08	2.10081898629e-05
a31	0.948365925267	0.0490575923087	0.00215305264719	3.65215311858e-07	0.00041576380848	8.56302587137e-08	7.17920335097e-06
a17	0.976352621756	0.0216740644362	0.0010692024944	1.25653550706e-05	0.000857545769493	1.69909898396e-05	1.6973439397e-05
a20	0.968907087252	0.0263572608121	0.00178503459813	0.000103179188357	0.0024644706565	0.00032920453528	5.36914871323e-05
a31	0.826718329084	0.0483255452707	0.00592785086604	0.000229491779452	0.105752672219	0.00194779903176	0.011098256579
a39	0.528686033028	0.0641788117569	0.010741690622	0.000243618036484	0.366066657406	0.0125853995106	0.0174977578597
a35	0.276267759676	0.0555901722523	0.00941684100733	0.000210294322161	0.624521029135	0.0197098208369	0.0142840682866
a39	0.140405105225	0.0327002494174	0.00508899020244	0.000193556904054	0.769074543045	0.019470044279	0.0330674914289
a46	0.0639424287417	0.0168424911391	0.00286122536748	0.000162384401351	0.824760751015	0.023241442093	0.068189259143
a35	0.0271366570806	0.00934367154637	0.00184025982249	0.000131909643784	0.819345420338	0.0271488313643	0.115053243048
a31	0.0142564928602	0.0236274400155	0.0153450347408	0.00137343812126	0.636090130113	0.0275981304548	0.281709331016
</S>	0.0127747864301	0.0404084915077	0.0292009023704	0.00263120406063	0.469775615057	0.0259612452274	0.419247765508
