 	non	ho	dove	d	andare	</S>
a20	0.03737478	0.52182524	0.4359315845	7.4658734e-05	0.00429177184	0.00050199668
a31	0.073746485	0.765416733333	0.1558486886	4.46944156667e-05	0.00463364361333	0.000309765845
a37	0.359781038333	0.576893337778	0.0594180269667	4.84325882222e-05	0.00339538853778	0.000463808146667
a31	0.611548896111	0.294771319259	0.0441110556556	0.00242944551741	0.0330946228459	0.0140447147289
a29	0.724591482037	0.164870170086	0.0356676384519	0.0035521321058	0.0522205186153	0.0190981386763
a41	0.788236527346	0.059105807062	0.0341243527173	0.00376615353527	0.106814797205	0.00795242042543
a31	0.548378549115	0.0357590083873	0.210917990906	0.00381553123176	0.154469572402	0.0466593505751
a18	0.240487241705	0.0278822826958	0.271445198635	0.00612605446392	0.393492197467	0.0605670038584
a31	0.0864491895683	0.0116072634653	0.184053464545	0.00697125275464	0.558361199156	0.152557601619
a39	0.0375500168561	0.00928527382177	0.144506666848	0.0153543028515	0.608836599719	0.184467138206
a31	0.0179653050854	0.00789057920726	0.067087778616	0.0182224802505	0.612242119906	0.276591737069
a8	0.00709196009513	0.00432560953575	0.0329312514387	0.0113469263835	0.625061606635	0.31924265569
a31	0.00332397043504	0.00275274787858	0.0155990018129	0.00875824901117	0.573248448878	0.396317628563
a8	0.00127209074168	0.00156370805953	0.0091001949043	0.00585312972039	0.547527282959	0.434683619521
</S>	0.00081955406084	0.00143978392977	0.00718078825215	0.00706265411019	0.72474579148	0.258751424761
