 	perché	aveva	lavorato	molto	</S>
a46	0.991824825	0.000404363695	0.000282810255	0.00627298425	0.001215055425
a31	0.962672538333	0.0148031597283	0.0134699300417	0.00809186475	0.000962543301667
a17	0.937451702778	0.0196452692428	0.0178499659166	0.0207358345833	0.00431720869389
a31	0.957443967593	0.00663985643427	0.00605546403487	0.0242971875278	0.00556354841796
a37	0.923490345864	0.00225833270642	0.00214426651162	0.0510867718426	0.0210203279927
a31	0.892655425288	0.00114022061047	0.00104968666387	0.0729229729475	0.0322317166642
a18	0.610803388229	0.000759559376823	0.00075088688129	0.369167263316	0.0185189267214
a10	0.205721317076	0.000285929042274	0.000915702767097	0.784285187772	0.00879190500713
a31	0.0694050125253	0.000302568257425	0.00124991022237	0.646781752591	0.282260758269
a46	0.0234316959418	0.000295108190808	0.0602801970741	0.543103990864	0.372889004556
a20	0.00791818099727	0.000136489598603	0.144983859025	0.720488666955	0.126472855985
a11	0.00273246769909	0.000121599529534	0.213667296342	0.737274375652	0.0462043108617
a18	0.0010146570497	0.000151722696511	0.302489225447	0.675916905217	0.0204275111539
a31	0.00279542721657	0.000222902058837	0.236064981482	0.705234748406	0.0556819550513
a0	0.00437233553886	0.000454380606279	0.329813266827	0.599365949469	0.0659940811171
a31	0.017398962113	0.000885995715426	0.363865125942	0.50228933649	0.115560589806
a8	0.0279625160377	0.00213371220514	0.308566628981	0.51916359883	0.142173543269
a31	0.0247825633459	0.00231642052171	0.28592917316	0.412077132943	0.274894694423
a7	0.0217737524486	0.00159047542724	0.336619454553	0.318299157648	0.321717133808
a31	0.0172519358162	0.00126983827575	0.355426527518	0.233488765883	0.392562900269
</S>	0.0156418804081	0.000861173387875	0.184331602759	0.195663232942	0.603502080134
