 	il	dito	si	gonfiò	</S>
a39	0.53672851	0.43945812	0.021486989	0.000135902632	0.002190484805
a13	0.71066449	0.279575563333	0.0088828058	5.08160176667e-05	0.000826348768333
a31	0.761297783333	0.208198521111	0.0284573447333	0.00165804551489	0.000388317522778
a20	0.800740527778	0.161366688804	0.0350551617111	0.00228274089496	0.000554872510926
a31	0.797440275926	0.067065666368	0.0386549973704	0.078926588155	0.0179124144036
a11	0.792178325309	0.036400683456	0.0407927633901	0.105632443885	0.0249957381345
a31	0.699163975103	0.0217454584853	0.142802042063	0.0833509024617	0.0529376333782
a39	0.359732859701	0.0162940424284	0.185545510021	0.371193890821	0.0672336967927
a31	0.374210344567	0.0131024440761	0.0777524983403	0.44657057894	0.0883641245976
a41	0.399855073189	0.0192681233587	0.0446055251134	0.445353141647	0.0909181235325
a46	0.191265265063	0.0189337536196	0.0396581040378	0.709117180549	0.0410256968442
a31	0.0856556046877	0.0256724363732	0.0302875843459	0.58125326685	0.277131119281
</S>	0.0485468683439	0.0356874081866	0.022631883173	0.372215743425	0.520918089641
