 	il	ladro	è	entrato	da	qui	</S>
a31	0.87820572	0.08946416285	0.00072051006	0.018781635	0.002251294475	0.0007770377609	0.00979971853215
a17	0.890875653333	0.0886096247167	0.0006856571627	0.0154302971357	0.0007958586391	0.000266448294567	0.00333651607882
a37	0.961876251111	0.0311712037056	0.000228981948823	0.00516065863157	0.0002692613256	0.000105834076856	0.00118785382627
a35	0.985762783704	0.0118747130352	7.6384146981e-05	0.00172862215136	9.21143768333e-05	5.81636926187e-05	0.000407255480757
a18	0.993609894568	0.0055573540784	2.55777726937e-05	0.00057698504571	3.14645979578e-05	5.42167362062e-05	0.000144568240419
a31	0.996405448189	0.00309195175947	1.20327194479e-05	0.000212686438327	1.66156211659e-05	8.52526887354e-05	0.000176087108306
a24	0.977385946063	0.00229760051982	1.6360438816e-05	0.000154348984109	0.000317641843055	0.0174768832896	0.00235127010277
a31	0.909672362021	0.00161325317327	3.55729716053e-05	0.0024564438147	0.00109602898102	0.0495635577632	0.0355628078676
a16	0.58116322934	0.00089361752229	3.68010125351e-05	0.00321706270157	0.00665227099367	0.363099112588	0.0449379042559
a31	0.26506143178	0.000888521071963	7.06828061784e-05	0.00328211366386	0.00855592646456	0.469017534196	0.253123799719
a46	0.154267366593	0.000885639331154	7.88656812595e-05	0.00889476612129	0.0281633386215	0.480692174732	0.32701786474
a31	0.0893168681977	0.000927416150885	0.000136291382953	0.0110089127071	0.0356475170738	0.488655498244	0.374307509747
a46	0.0675086630659	0.000942579334095	0.000156810475584	0.075821809569	0.0453588752246	0.405475316081	0.404735961582
a31	0.0268565048553	0.000682019861832	0.000133754173128	0.0989663071897	0.0482574627415	0.369922798694	0.455181188861
a35	0.0140133526518	0.000620636590611	0.000140577385376	0.163981993063	0.0271505465805	0.313651796231	0.48044110962
a31	0.00698811838393	0.00031992600687	9.5712862792e-05	0.183412466888	0.0193250541268	0.281332752077	0.508525969873
a8	0.00274567779464	0.00020476032829	7.23309975973e-05	0.119302708163	0.0115955919756	0.332477777359	0.533601169958
a31	0.00117235884488	0.000120133708763	5.54783925324e-05	0.0970699281543	0.00883971705853	0.346053485786	0.546688916653
</S>	0.00071086624244	0.000119049724381	6.26382312662e-05	0.0497835272272	0.00498407512927	0.183455552893	0.760884308327
