 	che	non	li	aspetiamo	</S>
a20	0.6509081	0.346939581	3.70722464e-06	0.00212689015	2.1670227961e-05
a8	0.653890846667	0.3447414929	1.34170274333e-06	0.00134632782567	1.9938994961e-05
a7	0.864149082222	0.134446242533	3.85393861778e-06	0.00125623328422	0.000144543723987
a35	0.910533937407	0.0818511431777	1.47468505393e-05	0.00692374109474	0.000676396747996
a46	0.937428105802	0.0520365710592	6.09190115131e-05	0.00923509969825	0.00123929808267
a31	0.909999761934	0.0758102403531	0.000136674177171	0.0122657232328	0.00178760656089
a11	0.720621577311	0.111793216784	0.00197805209239	0.125481151744	0.040125984987
a31	0.63319422577	0.137092705595	0.00292561006413	0.171252087248	0.0555353306623
a0	0.458367119923	0.116360055865	0.00206367828804	0.389208912416	0.0340002268874
a31	0.168916682308	0.0472301422883	0.00472563016268	0.740767837472	0.0383597446291
a30	0.0722102069027	0.0217121084294	0.00508024989089	0.871787065824	0.0292103861097
a0	0.0245461805809	0.0098255317098	0.00255847066696	0.951310921941	0.0117588742366
a31	0.00854809572363	0.00477696480327	0.00507101575565	0.910084797314	0.0715190757122
</S>	0.00462482643682	0.00300609740163	0.00779256437783	0.848362333657	0.136214107856
