 	l	ha	scritta	</S>
a20	0.49182937	0.507651107	0.00047470097	4.484652601e-05
a31	0.197823263333	0.792057469	0.0101042263567	1.5087649035e-05
a35	0.125656634444	0.861137299667	0.0131970230422	9.07352537e-06
a31	0.102752990481	0.882852663222	0.0143582579374	3.60906244567e-05
a35	0.189187205827	0.787006074407	0.0208701076458	0.00293660206482
a31	0.301145945276	0.667641038136	0.0252750878819	0.00593791268827
a41	0.209912158425	0.473299484045	0.290214244627	0.0265740975628
a31	0.109670066142	0.192996661348	0.641943098209	0.0553901475209
a11	0.0806044543807	0.101949902449	0.774174052736	0.043271573507
a18	0.0564246921269	0.0748199458163	0.853086570912	0.0156687935357
a13	0.0516516390423	0.0831316436054	0.859226613637	0.0059901039119
</S>	0.0614268495212	0.108616406803	0.826467291819	0.00348945150595
