 	venne	scritto	</S>
a29	0.99590188	0.000260914098	0.003837232425
a24	0.998570023333	9.78069486667e-05	0.001332171715
a37	0.999395171111	4.78203168889e-05	0.000556992381667
a29	0.998933387037	0.000146562308963	0.000920048947222
a13	0.997158039012	0.000357380669654	0.00248458291574
a11	0.996162693004	0.000401763943218	0.00343550907191
a31	0.694948984335	0.00154110950107	0.303509884024
a39	0.572863601445	0.00229715643369	0.424839242675
a18	0.602143023815	0.00253649051123	0.395320485558
a8	0.335242143272	0.00373657630374	0.661021295186
</S>	0.218332539636	0.00425278805187	0.777414697593
