 	deve	essere	bianco	</S>
a31	0.9883236	0.00240590989	0.0091100199	0.000160448876948
a11	0.994857513333	0.000863497465333	0.00422547098333	5.34845718178e-05
a31	0.997697751111	0.000427091480444	0.00185729074444	1.78304619952e-05
a37	0.998650537037	0.000278923342815	0.00106456116465	5.9515740064e-06
a31	0.999514132346	0.000125290730272	0.00035860072205	1.99662593313e-06
a37	0.999224727449	0.000235737050091	0.00028005873135	0.00025953676642
a31	0.989254325816	0.00987798607336	0.000494593763783	0.00037315142014
a20	0.982589658605	0.0138636210245	0.00269527920126	0.000851505704713
a31	0.916924169535	0.0068069081415	0.0739867997338	0.00228217896824
a0	0.566072197845	0.00354511276383	0.427109429911	0.00327327738941
a31	0.236007153948	0.00339746083794	0.752065226637	0.00853014739647
a20	0.125558369633	0.00333328044731	0.861842348879	0.00926600156549
a18	0.044045812961	0.00119602149377	0.951308806293	0.0034493870985
</S>	0.0252773836305	0.000711898511885	0.972040653147	0.00197009326425
