 	le	melanzane	vogliono	girate	</S>
a20	0.73140618	0.1940442285	0.0187384535	0.0551839225	0.000627262355
a31	0.454719153333	0.471144496167	0.0475292311667	0.0261305073333	0.0004766297086
a39	0.209351524444	0.442562699222	0.0482942793889	0.298066127278	0.00172536717313
a41	0.110518633815	0.148392845189	0.0180605274296	0.720240759093	0.00278720879104
a18	0.0379159002183	0.0494757027437	0.0068098329432	0.903934036364	0.00186449864368
a28	0.0154441101528	0.0167195603466	0.0134376568144	0.953226398788	0.00117223548456
a13	0.00865447195093	0.00595276121553	0.0379709146048	0.946286352929	0.00113547061819
a14	0.00525897461698	0.00360439437184	0.128653376535	0.85885548431	0.00362777837273
a39	0.00466527207233	0.00701095502395	0.343082158845	0.618074761437	0.0271668721242
a31	0.00312152638078	0.00674357184798	0.326152936282	0.468665373812	0.195316634041
a6	0.00238999455026	0.016633417456	0.331189842094	0.420936904604	0.228849871147
a20	0.00247243361675	0.024895784152	0.558089714031	0.331226761535	0.083315287849
a31	0.00139789451892	0.0133942345207	0.42391476601	0.504865220512	0.056427840283
a46	0.00249094178631	0.0412441503102	0.321558983337	0.591686273504	0.043019629761
a18	0.0030321221421	0.0632584854367	0.382398304446	0.529831691168	0.0214794062537
a24	0.0019061121607	0.0421588458122	0.312371361482	0.621465877056	0.0220978177512
a31	0.00143577004023	0.0226875336374	0.205143830494	0.710388982352	0.0603439049171
a17	0.00320567960008	0.117936567579	0.155763666831	0.657198544117	0.0658955309724
a11	0.00462002563336	0.195930642526	0.18161048561	0.584771798039	0.0330670226575
a20	0.00373464791112	0.179437497509	0.187985618537	0.599369759346	0.0294724912192
a24	0.00357279740371	0.18049168917	0.186510662846	0.597407569782	0.0320173144064
a31	0.00285182293457	0.11520074689	0.171899704282	0.540516333261	0.169531411469
a37	0.00463958744486	0.265074879463	0.154676908094	0.367707597754	0.207901042823
a31	0.00559252194829	0.316770996821	0.163023686031	0.233392465918	0.281220339941
a20	0.00582600544943	0.366731379274	0.15978685201	0.159917001973	0.30773880798
a31	0.00629897538314	0.384782745091	0.155240327337	0.109631527324	0.34404650066
</S>	0.00500301554157	0.199907000546	0.171506983668	0.099773368662	0.52380968533
