 	mi	sono	vestito	</S>
a39	0.8403406	0.15655434865	0.0007709623126	0.0023341712152
a11	0.945840143333	0.0531201964833	0.000261594618933	0.000778157419523
a13	0.981032424444	0.0186067428611	0.000101236698978	0.000259654833794
a18	0.993051098148	0.00676379098703	9.70591259927e-05	8.80857921313e-05
a31	0.991067009383	0.00318391929568	0.005546378982	0.00020270177861
a37	0.982987269794	0.00627304223189	0.00775956456067	0.00298011428287
a15	0.823312003265	0.00978332541063	0.0462844530869	0.120620207761
a31	0.542126477755	0.00679842587021	0.0606317136956	0.39044337592
a46	0.281610943252	0.00267264766007	0.193651843899	0.522064571973
a31	0.098650772084	0.00101962864002	0.2423656563	0.657963937324
a20	0.074408301028	0.00062192676334	0.315284983767	0.609684769108
a31	0.0666321054427	0.00139058382111	0.348238062922	0.583739246369
</S>	0.0361389703713	0.00212263911055	0.196583533961	0.765154873184
