 	forse	non	li	ha	a	casa	</S>
a28	0.58037417	0.419216515	1.06751843e-06	0.000367968922	1.73368259e-05	2.44457227833e-09	2.29201401605e-05
a10	0.443617263333	0.556234588333	9.6099505e-07	0.000131234226667	8.29871546667e-06	8.16664269497e-10	7.64997412883e-06
a31	0.480355881111	0.519519792778	6.99297156667e-07	9.97428902223e-05	2.13159933889e-05	3.16197977666e-10	2.57832853461e-06
a21	0.64789276037	0.351988900926	6.39990658889e-07	9.01782264074e-05	2.66327497963e-05	1.65065935889e-10	8.83544540703e-07
a37	0.847235033457	0.152717632309	3.0044752463e-07	3.30614909358e-05	1.35949262654e-05	9.44802006297e-11	3.05603822401e-07
a31	0.872797664486	0.123625106103	4.74965013988e-06	0.00166870669278	0.00190345376509	4.84349824221e-09	2.103525438e-07
a37	0.873782891495	0.120935420034	8.85763160466e-05	0.00232150024093	0.0028701324217	2.09386071747e-07	1.20867874793e-06
a31	0.898973813832	0.0808397093447	0.000254813122016	0.0120644020903	0.0078102389739	1.43261279058e-06	5.55516743493e-05
a37	0.787801227944	0.120803511115	0.00366106149067	0.0295954363634	0.0578205719913	0.000137171213264	0.00018100789145
a31	0.766332852648	0.130617200372	0.00503456326356	0.0263713275545	0.0694400581971	0.000201679386421	0.00200231733715
a21	0.582194074216	0.0797908217907	0.00216206660119	0.216990539951	0.0911053902657	0.00012689222414	0.0276302157791
a31	0.455513161405	0.10190801893	0.00397145094706	0.286941904984	0.103006641755	0.000903222894713	0.0477556209264
a20	0.415066507135	0.105544870643	0.00460151939235	0.225739059995	0.075309155585	0.00120459449157	0.172534312642
a31	0.307514312378	0.0874183245477	0.00885074287412	0.213816486665	0.0745497685283	0.00354305649052	0.304307327547
a37	0.320665047459	0.0934254038492	0.0119066692914	0.159143615555	0.0835522195094	0.00515759829684	0.326149459182
a33	0.243972902486	0.0615908922831	0.0147621707638	0.176221118518	0.138568836503	0.00465403456561	0.360230079727
</S>	0.212588051243	0.0496282191416	0.0209169928819	0.166569599259	0.169233628252	0.0053539302828	0.375709639864
