 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
a31	0.18695079945	0.78910737	0.02376744145	0.000115271708	5.91133536564e-05	4.3681542943e-10	5.37367270725e-09	6.0195424e-09	6.47049235e-11	1.59382877e-10	1.31075757342e-08
a14	0.09490329745	0.880380976667	0.02464744245	4.27992906667e-05	2.55054936564e-05	2.05764272763e-10	2.88542137392e-09	4.85511533433e-09	4.80676009667e-11	9.6146325e-11	4.38730134917e-09
a11	0.132891950483	0.830387568889	0.0366789374833	2.00084758889e-05	2.15767905521e-05	1.72468937588e-10	6.23124679131e-09	1.70801947911e-09	2.63980757889e-11	1.07801270967e-09	1.76332236472e-09
a31	0.179708580161	0.784364396296	0.0358965014944	1.10517871296e-05	1.9516029184e-05	2.45624033253e-09	9.55679893044e-09	6.88806483037e-10	3.60050099296e-11	2.05865956989e-09	1.00688005491e-09
a46	0.437873970054	0.538137000765	0.0239698695648	7.3699915432e-06	1.18061585947e-05	3.70249077751e-09	7.37721751015e-09	2.79994972346e-10	3.25974059765e-11	1.3887635473e-09	4.72139630537e-10
a33	0.787653490018	0.203775979922	0.00855540304493	1.01576118477e-05	4.92551179823e-06	1.07145545925e-08	9.68633070338e-09	1.18241365449e-10	3.33049589922e-11	5.965104931e-10	1.61196282079e-10
a23	0.914310626673	0.0824587843073	0.00316440803831	5.98463549492e-05	6.23415233274e-06	6.38484475308e-08	3.12422385678e-08	2.9667417515e-10	2.82044746331e-10	4.34893818437e-09	1.2021615036e-10
a31	0.904675885558	0.0911136747691	0.00342727567944	0.00066836836165	0.000113931874444	1.04407521177e-07	5.42478301189e-07	2.42685604392e-07	4.85592663211e-09	1.16266343948e-08	1.3974126012e-10
a21	0.656394721853	0.333057394923	0.00898846265981	0.00139499312055	0.000162713524815	1.51774352392e-07	7.51353370396e-07	3.51024974797e-07	3.34726728774e-08	4.16576207132e-07	2.09437576667e-08
a24	0.389589457284	0.597762918308	0.0113914918866	0.00118130138352	7.35229779383e-05	1.44549526797e-07	3.13715879132e-07	1.56102967599e-07	4.02472921591e-08	6.17833219044e-07	3.12622425556e-08
a46	0.273124155761	0.716401149436	0.00971718862887	0.00072726953784	2.95408026461e-05	7.02226722657e-08	1.09407010877e-07	7.73958358663e-08	1.76316353864e-08	4.34672789681e-07	2.12457495185e-08
a20	0.177610995254	0.812182426479	0.00957221387629	0.000619149445947	1.45094914154e-05	4.95325190886e-08	3.9900984259e-08	6.64882892888e-08	1.21822952621e-08	5.68786863227e-07	3.01350301728e-08
a31	0.142140421751	0.818106398826	0.0386774016254	0.000900652548649	0.000171331924005	2.4368735807e-06	1.71217476553e-07	2.21264143096e-07	4.05757004207e-08	8.76614154409e-07	9.98260783909e-08
a7	0.150944933917	0.794020072942	0.0534193588751	0.00136807738288	0.000232376851335	3.37604826023e-06	2.58877488851e-07	1.4847143477e-06	3.3976470014e-07	8.9847555848e-06	7.7784919613e-07
a10	0.154341137972	0.812265460981	0.0319810932917	0.00129750016096	9.4299205445e-05	1.37156013341e-06	1.5563697295e-07	2.22919884923e-06	5.15026310047e-07	1.49145061949e-05	1.31375849871e-06
a31	0.239064522657	0.70106516366	0.0565840610972	0.00231113942032	0.000854232880148	1.53803020245e-05	1.26366823043e-05	5.32444211641e-06	4.89651141335e-06	6.27936497316e-05	1.98109189329e-05
a0	0.413388334219	0.495788617887	0.0838253303657	0.00496960960677	0.00120662365338	4.37304940082e-05	1.96425201014e-05	3.13433253721e-05	4.36995184711e-05	0.000635921999911	4.7140051311e-05
a31	0.430752978073	0.378186869296	0.173926560122	0.0108167861023	0.00357021851113	9.39680613361e-05	2.97742210338e-05	6.81334517907e-05	8.21079594904e-05	0.00145297416664	0.0010196262971
a37	0.445476862691	0.299632463099	0.218090966707	0.0191010237008	0.00478916907038	0.000549039493779	8.44698253446e-05	0.00023230053393	0.00091486984983	0.00952606645555	0.00160277123237
a20	0.579625167564	0.2430827377	0.138240737569	0.0193539499003	0.00237412140679	0.00072149324126	9.10008621149e-05	0.000300281344643	0.00129857343994	0.0140036025519	0.000908366277457
a37	0.644144179188	0.228219052567	0.101519264523	0.0141296239668	0.0012852615856	0.000363974627087	4.4336560705e-05	0.000167826474881	0.000635260393313	0.00897538625063	0.000515870275819
a13	0.662202016396	0.225274597522	0.0913040215077	0.0122585266556	0.0009502161952	0.000225149429029	2.49532285683e-05	9.7504589627e-05	0.000339641354438	0.00687415008354	0.000449223295273
a39	0.688003362132	0.204198752507	0.0851622405026	0.0126279758852	0.0009459129984	0.00021668143301	1.91481108561e-05	7.96882128757e-05	0.000269259824813	0.00795310269451	0.000523843161758
a17	0.716720710711	0.172550327502	0.0778729201675	0.0148375142951	0.00123720489947	0.000311984141003	2.1213928952e-05	0.000115838842625	0.000377473801604	0.0152071542315	0.000747667997253
a28	0.733645136904	0.148778659167	0.0706841767225	0.017620912765	0.00155837489982	0.000476295370334	2.69771356507e-05	0.000172533540875	0.000580362053868	0.0252650844105	0.00119151783242
a31	0.541770042301	0.234046759722	0.158292268908	0.0318170169217	0.00860174956661	0.000621183336778	2.88875318836e-05	0.000147118403625	0.000474095346623	0.0205133400035	0.00368753814414
a0	0.4350891441	0.245914064907	0.176334292303	0.0433718333072	0.0114331264889	0.00417177932559	0.000211471857295	0.000874207524542	0.00467901514421	0.0730747192012	0.00484636254805
a13	0.545835001367	0.138291051302	0.082799842101	0.0408404741024	0.0061983592963	0.00648930044186	0.000348071172432	0.00168119260818	0.00879195204807	0.163526329734	0.00519843051602
a31	0.418440990456	0.192250755101	0.121497419367	0.0640935733675	0.0221365712654	0.00396721051395	0.000240127810811	0.00132811670273	0.00583564429602	0.135626487911	0.0345830825053
a37	0.335893053485	0.203255245034	0.128610254456	0.0761842177892	0.0273489359218	0.0111285928713	0.000704886203604	0.00201443103424	0.0122173070453	0.15869254397	0.0439505223018
a8	0.288638862495	0.0981364150113	0.055121004652	0.0489317332631	0.0126617832739	0.0146160997238	0.00105614823453	0.00435162167808	0.0222478266818	0.433093741323	0.0211447292339
</S>	0.176344418247	0.0617051175056	0.034272280076	0.0339249626315	0.00981955683695	0.0095963390119	0.000881909867265	0.00561748483904	0.0232402003409	0.627648170662	0.016949495117
