 	l	ho	sentito	quando	veniva	</S>
a31	0.000761194414	0.00134449059	0.48579653	0.510328532	0.000852595165	0.000916682736857
a46	0.00131937228067	0.00324128292333	0.48457062	0.510135760667	0.000381152457	0.000351846693524
a41	0.00565861576022	0.00856625364111	0.77010226	0.215156321222	0.000134477592	0.000382102087841
a31	0.00731270592007	0.00834015818037	0.889744896667	0.0942028297407	4.95362308333e-05	0.000349882374614
a24	0.0141167073067	0.00427261349346	0.939668045556	0.0416221005802	1.90784112444e-05	0.000301415703538
a31	0.111024169102	0.00291045103115	0.862627281852	0.0214065745267	0.000259132085548	0.00177235530118
a15	0.163094969701	0.00380921417705	0.776467427284	0.0467210035089	0.00713402932852	0.00277333380039
a46	0.095978207567	0.00476175425902	0.688623089095	0.13181360117	0.0761633071095	0.0026600098668
a31	0.0468035785223	0.00368920728634	0.537129283032	0.144896742057	0.260026125703	0.0074550400556
a0	0.0288156158408	0.00614896886211	0.326613917677	0.127652415686	0.500612391901	0.0101566616852
a41	0.0206656591136	0.0072588816207	0.131167522559	0.123268581895	0.7093640473	0.00827529989507
</S>	0.0121746183068	0.00513105231035	0.0817054812795	0.0937478509475	0.79898979865	0.00825122044754
