 	era	molto	stanco	</S>
a46	0.1851696135	0.81475275	5.641523465e-05	2.13016006e-05
a8	0.0763051948333	0.92366455	2.13232349167e-05	9.04580793333e-06
a37	0.0749680409444	0.924928783333	6.80778152389e-05	3.51405466444e-05
a31	0.128711121648	0.871048777778	0.00017678667508	6.32888272148e-05
a0	0.331790483883	0.665260632593	0.00262116181836	0.000327686380738
a20	0.382578331294	0.571616944198	0.0438260381395	0.00197867659358
a31	0.278553813765	0.663640734733	0.0555597723465	0.00224567115833
a39	0.211503714588	0.746839288244	0.0382167057488	0.00344025901324
a41	0.095049594196	0.812212312748	0.0832608439163	0.00947722733775
a31	0.0554915440653	0.844253804249	0.0867414636388	0.0135131917793
a28	0.0544504380218	0.682137218083	0.243581203546	0.0198311345931
a11	0.0409783836739	0.362018766028	0.573706647849	0.0232961991977
a20	0.0197125318913	0.175157340676	0.78013281595	0.0249973253992
a31	0.00918937936377	0.232553082225	0.590740051983	0.1675174818
a11	0.0107882351879	0.241044244075	0.538243797328	0.209923681933
</S>	0.0150859820939	0.130755682037	0.740107448664	0.114050832967
