 	venne	scritto	</S>
a31	0.943482725	0.05269567182	0.0038216423705
a28	0.946088441667	0.0525525651733	0.00135901980383
a8	0.981870373889	0.0175422060556	0.000587401531277
a31	0.99383688463	0.00588457391303	0.000278485685759
a20	0.997389211543	0.00200747800968	0.000603290907253
a31	0.974691603848	0.00201993664523	0.0232884327691
a13	0.964523501283	0.00203140047441	0.0334450372564
a29	0.899451557094	0.00174641381747	0.0988019637521
a39	0.585005047031	0.00237899897249	0.412615904584
a31	0.23285214451	0.00158974180083	0.765558084861
a35	0.16936219567	0.00148803541028	0.829149728287
a31	0.148658254223	0.00173012890343	0.849611562762
</S>	0.0755651256115	0.00135700425171	0.923077811381
