 	voglio	che	Maria	che	venga	domani	</S>
a8	0.0430476885	0.93055171	0.014613722	0.002682506787	0.009101626838	1.725955259e-07	2.596811485e-06
a31	0.171845231833	0.809470623333	0.014703523	0.000939740340333	0.0030397928705	7.54158049e-08	1.01748153833e-06
a8	0.284322647278	0.706405954444	0.00779790153333	0.000370199906778	0.001102847856	4.86456773e-08	4.0101049611e-07
a31	0.333612025759	0.660127698148	0.00504633571111	0.000491973475593	0.000717349852	4.38086413243e-06	2.56633478703e-07
a24	0.503986995253	0.489251549383	0.00542872757037	0.000708754248531	0.000610162484	9.43855804414e-06	4.35502537623e-06
a31	0.469588725084	0.402702679794	0.0442573338568	0.0409815087062	0.0424361599947	2.4167544348e-05	9.40325995874e-06
a46	0.496628755028	0.308448203265	0.0588767016189	0.0626848122354	0.0733248413316	2.82562124493e-05	8.47453888625e-06
a31	0.436498593709	0.142698373422	0.0322667352063	0.163724488078	0.224793498444	1.35090694831e-05	4.86523436208e-06
a29	0.174216186603	0.070113362474	0.0378774514021	0.281357469359	0.435813089481	0.000441594747494	0.000180897018954
a20	0.229456592201	0.0809052318247	0.069695389134	0.23113753312	0.381197736494	0.0062086330825	0.00139896160632
a0	0.3297734474	0.130277865942	0.120078276378	0.167085087707	0.222001676831	0.0247943843608	0.00598934320211
a31	0.225627242467	0.130459938647	0.109484127459	0.210041089236	0.28146538361	0.0264085126203	0.0165137450674
a23	0.095323529489	0.124839789549	0.14235962782	0.247966656412	0.29521565787	0.0616535133734	0.0326412503558
a31	0.0471897126963	0.106296431183	0.15060525494	0.254817415471	0.239096132623	0.0741081814578	0.127886893452
a18	0.0219584084321	0.0853255617277	0.120489130647	0.24762683849	0.226708580874	0.136681147486	0.161210325484
a37	0.0171393348107	0.101128737243	0.151579646882	0.21865833283	0.180436816958	0.239667615829	0.0913894894947
a31	0.0105523301369	0.0718065517477	0.107354384294	0.211566340943	0.203587095653	0.167376511943	0.227756773165
a20	0.00982620257897	0.0721628832492	0.066650420098	0.162100663648	0.171001635218	0.253796417314	0.264461778055
a31	0.00922240812632	0.0689138814164	0.053356823366	0.118230391216	0.124351048406	0.284793184438	0.341132259685
</S>	0.00485654096316	0.0399886812082	0.037129671683	0.110797920608	0.121617119203	0.151093260219	0.534516799843
