 	il	morto	vuole	pianto	</S>
a46	0.662906715	0.337001495	9.0006301e-05	7.5055613e-08	1.731820725e-06
a23	0.829155581667	0.170794417333	4.9245636e-05	6.95758143333e-08	6.74164528333e-07
a20	0.918447337222	0.081533563111	1.86280338667e-05	1.67857641444e-07	2.68440460778e-07
a31	0.892598379074	0.107358066037	4.28790798222e-05	4.98333090481e-07	1.39392203259e-07
a21	0.883109859691	0.116829223346	5.28793286074e-05	7.83972989683e-06	1.7700128942e-07
a11	0.95339695323	0.046530433982	2.17374175358e-05	5.04879176323e-05	3.9287748314e-07
a10	0.981033617743	0.0186989200273	2.18446268453e-05	0.000243791339211	1.77983402771e-06
a27	0.983598972581	0.0152860245091	0.000496457355615	0.000604850829737	1.36282668092e-05
a17	0.954850257527	0.0334341621697	0.0106027408185	0.000950719109912	0.00016210009227
a31	0.950116052509	0.0344373072232	0.0135642741862	0.00123094126997	0.000651426930757
a37	0.961875437503	0.0283499755744	0.00747863030873	0.000958342983323	0.00133763587692
a31	0.912295399168	0.0341298948581	0.00735380686958	0.00517989478777	0.041041034059
a37	0.904048766389	0.0268610889527	0.00493844782319	0.00656053985126	0.057591196353
a17	0.80243552213	0.0180057319842	0.00321347844106	0.00315121000575	0.173194123784
a31	0.527713647377	0.136743295328	0.019006822547	0.0347821574686	0.281754144595
a10	0.526807009126	0.214271951776	0.0256814353823	0.0449117215229	0.188327911532
a7	0.565838823042	0.136611818925	0.0144650226608	0.024756621541	0.258327730511
a31	0.342841892681	0.120422117975	0.0157640952203	0.0626750091803	0.45829691017
a33	0.349447295894	0.207989802658	0.0155669407401	0.0708427337268	0.356153256057
a29	0.391308845298	0.393937500886	0.0359890439134	0.0477756402423	0.130988973019
a41	0.235054951766	0.501222433629	0.0928848179711	0.108300878414	0.062536882673
a31	0.117418544589	0.51244351121	0.106120454657	0.111230201805	0.152787240891
a39	0.0491745526963	0.361886067737	0.092528828219	0.324788719602	0.17162181343
</S>	0.0303019470982	0.191955429869	0.0986085761095	0.590764029801	0.088370021415
