 	sta	e	dorme	nel	letto	</S>
a33	0.01708813711	0.497996985	0.48337449	0.001531279185	1.01864308095e-07	8.9627323395e-06
a31	0.00580278773667	0.356582678333	0.635449896667	0.00216161085167	3.70552692617e-08	3.00015207417e-06
a37	0.00304447480556	0.328513356111	0.665427565556	0.00301358638389	3.41395402539e-08	1.05010511606e-06
a31	0.00704766020185	0.333088142037	0.655021378519	0.00484181489463	6.38809559418e-07	4.31063558687e-07
a13	0.128248603734	0.350395764012	0.51539726284	0.00595695389821	1.11527605314e-06	3.37733806229e-07
a20	0.474470744578	0.293526496671	0.228740546613	0.00326031709607	1.63759501771e-06	2.93583700743e-07
a24	0.773079598193	0.14155519889	0.0841025045377	0.00124193161202	2.01326874726e-05	6.98692542248e-07
a28	0.757444799398	0.19157623763	0.0466300835126	0.00179972435401	0.00250398122449	4.52333158474e-05
a31	0.511259559799	0.302221952543	0.176296243171	0.004803412218	0.00345117838816	0.00196767254528
a35	0.245532061933	0.301916827514	0.31993068439	0.118190380739	0.0113949267761	0.00303510891509
a18	0.108269332644	0.268618002505	0.37144280813	0.229535196913	0.0184813989254	0.00365323503836
a31	0.0523980437813	0.309909944168	0.455516076043	0.160148698971	0.0111359496751	0.0108912825461
a13	0.0824253174938	0.271291186056	0.373453858681	0.233208196324	0.0215969735917	0.018024484182
a39	0.114951215831	0.177586043352	0.255977522894	0.352954038775	0.0467596098639	0.0517715880607
a31	0.0638615789437	0.208790044451	0.355543617631	0.231065208258	0.0400583566213	0.10068123602
a21	0.0976017866479	0.180401534817	0.307836495877	0.195131491419	0.11606826554	0.102960448673
a31	0.109515858216	0.129500904939	0.193686455292	0.185543319806	0.144065357847	0.237688102891
</S>	0.057570378108	0.14667391247	0.216901257646	0.112612043903	0.0796190529235	0.386623351445
