 	ancora	non	mi	sono	vestito	</S>
a8	0.0558792349	0.737115295	0.0850460605	0.121802715361	7.93521344535e-06	0.000148777075
a31	0.0241277869	0.837354095	0.0978556175	0.0406097850787	2.68259877868e-06	5.005288598e-05
a10	0.0526080876333	0.860298545	0.0734930771667	0.0135815182536	1.14621815956e-06	1.76684098733e-05
a31	0.127303905878	0.785658968333	0.0823497283889	0.0046579495712	2.06458032865e-05	8.8671089911e-06
a18	0.431238995293	0.483517799444	0.0834749917963	0.0017319847504	3.05399324288e-05	5.68735469703e-06
a31	0.625633038431	0.242940889815	0.130164592932	0.000865777100133	0.000380614355476	1.50610554657e-05
a20	0.514066759477	0.243690229938	0.168930629311	0.0667399829667	0.00652466778516	4.77728381552e-05
a31	0.525020293159	0.203296619979	0.171245591437	0.0908432446556	0.00921648136172	0.000377844768052
a13	0.40825098572	0.24894023666	0.243774063812	0.0491118038852	0.0486758408872	0.00124710542268
a35	0.189217809907	0.28176454222	0.336196871271	0.0343940558951	0.112935250296	0.0454914803409
a39	0.128346423302	0.21972450074	0.384310973757	0.0146369138984	0.186573226765	0.0664079937803
a46	0.0946425377673	0.200970960247	0.372128657919	0.00930669729947	0.282452855588	0.0404983255934
a31	0.0511135760558	0.157767003416	0.433894785973	0.0800161724332	0.227598191529	0.0496102975311
a20	0.0460244621519	0.148121811139	0.393447265324	0.120655297478	0.244258316843	0.0474928505104
a31	0.0429474231173	0.132153035713	0.312867701775	0.151825802493	0.262228718948	0.0979773465035
a39	0.0378592367724	0.090727540571	0.237605959592	0.188791750831	0.323822792983	0.121192747835
a31	0.0359886829575	0.0576256935237	0.147714728864	0.145822930277	0.342507184994	0.270340754945
</S>	0.0189595925287	0.0447196567618	0.145496104432	0.127591475138	0.202103723497	0.461129402473
