 	avete	cucinato	le	verdure	</S>
a39	0.849782645	0.007638692	0.12524469	0.01512607955	0.00220789198
a31	0.615196825	0.116467456	0.262197746667	0.00538098377333	0.000757002906227
a35	0.554218771667	0.149256866243	0.293944403589	0.00223868261444	0.000341284881636
a31	0.770490847222	0.0606156753243	0.14235023923	0.0262977003381	0.000245566467212
a20	0.833983829074	0.0310454378881	0.09224897231	0.0418953121127	0.000826495375737
a31	0.890662449691	0.0172483284094	0.0350943693367	0.0550560780376	0.00193883982525
a20	0.588138596564	0.0127077443598	0.0165950102789	0.372323201346	0.0102355185084
a39	0.198996587521	0.0049217927766	0.00873166459297	0.754728633782	0.0326213908361
a28	0.067570751907	0.0023499594022	0.00682553269766	0.855327944594	0.0679258582787
a31	0.025877870369	0.00132634554407	0.00756795439922	0.596452431531	0.368775399426
</S>	0.0167041186845	0.00120056632203	0.00864885569961	0.324563790766	0.648882649713
