 	vuole	pianto	</S>
a39	0.989499975	0.001026149635	0.00947388707
a31	0.994880551667	0.001863466945	0.00325597362953
a41	0.994058793889	0.00453875004833	0.00140245586938
a31	0.989525731296	0.00966254068278	0.000811738543127
a37	0.967544377099	0.0194316972276	0.013023914001
a11	0.844272669033	0.0678569400759	0.087870374667
a39	0.576977699678	0.117734310025	0.305287988222
a31	0.284101286559	0.110176955342	0.605721762741
a46	0.112646689186	0.072223802114	0.815129500914
a31	0.0479648557953	0.0370341713713	0.915000970305
</S>	0.0253203564976	0.0239291841857	0.950750470153
