 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
a48	0.372298	0.5098921625	0.03238464135	0.06911870035	2.1272901405e-08	0.000153381778	0.000366850595	9.3393085e-05	1.61056895e-05	0.015566860635	5.174666e-05	5.8119645e-05
a31	0.156368000333	0.802206100833	0.012438465	0.0232527113667	7.120547264e-09	5.61804299733e-05	0.000260168684667	7.54397416667e-05	8.50339402333e-06	0.00527104246933	3.4781405e-05	2.85985923833e-05
a0	0.350893017111	0.611533705944	0.00476891338333	0.0110320178056	2.46751992367e-09	2.99147352978e-05	0.00521883167456	0.000263645073889	1.30678995311e-05	0.00665495899078	0.00952076298333	7.11614481778e-05
a37	0.73905882237	0.222304480215	0.00210889449778	0.00794768150187	1.06937893456e-09	2.15880972659e-05	0.00699751644152	0.000347684897963	1.7146092677e-05	0.00794874139693	0.0131564505278	9.09874460593e-05
a25	0.89522464079	0.077152859105	0.00073287583926	0.00553177873396	1.44580896152e-09	9.4782730553e-06	0.00258652675051	0.000179812739321	3.15655087257e-05	0.010321423199	0.0081802040426	4.87980306864e-05
a31	0.913292380263	0.027733621635	0.000350944949753	0.0109270552447	3.36380245384e-09	9.14218181843e-06	0.00107690167017	0.00010267676134	3.39971145419e-05	0.0386364190663	0.0078013381142	3.55189742288e-05
a3	0.620808390088	0.0116618250117	0.000496169216584	0.0127904746482	1.26180579513e-08	1.08796769395e-05	0.00064381790339	5.189440968e-05	2.80317584806e-05	0.0915525563554	0.259955779138	0.00200020162341
a20	0.231312247363	0.00932777833723	0.000921903738861	0.0063629001594	2.72926073171e-08	7.85268957983e-06	0.00045609463113	3.814177356e-05	3.06293798269e-05	0.0871557297851	0.636694993046	0.0276916722078
a24	0.091247261121	0.0107840477791	0.00167710971295	0.00324068676313	6.90921797724e-08	5.28503359328e-06	0.00035404107371	2.39733471867e-05	1.7665333609e-05	0.0621586209284	0.669763941015	0.160727230736
a18	0.0433087558737	0.00962916742637	0.00259506967098	0.00221365462104	9.36111199241e-08	5.65317599776e-06	0.000341666571237	1.90879920622e-05	1.23739405363e-05	0.0664155686428	0.495650160338	0.379808710245
a31	0.0951563427912	0.00639193980879	0.00500774825699	0.010800052907	1.31930881331e-06	2.62913763326e-05	0.000245111810412	1.47217151874e-05	9.6581845121e-06	0.249366237881	0.281520405113	0.351460170082
a28	0.111297937264	0.00396461613626	0.00585119765233	0.0135131389723	1.81529658777e-06	3.59265511109e-05	0.000177170600137	3.15993215625e-05	4.70051918374e-05	0.311028131294	0.354000466704	0.200050993361
a37	0.0392034969213	0.00231478217875	0.00441045311744	0.00456697012743	1.07222691259e-06	3.70527027036e-05	0.000180324253379	9.00838888542e-05	0.000182805137279	0.176380689098	0.556237735568	0.216394517787
a31	0.0561632638071	0.00228240929292	0.00610503137248	0.00852735184248	4.5171357042e-06	0.000166768274235	0.00025101779446	0.000104520134951	0.000222686812426	0.285373746366	0.378659332523	0.262139329262
a20	0.067277209269	0.00379256689764	0.00791965992416	0.00984643517083	1.87979622347e-05	0.000238410614745	0.000284928321487	0.000272170796984	0.000621187137475	0.299855185455	0.328536731508	0.281336683087
a13	0.032142028423	0.00421196353255	0.00718523110805	0.00341350057028	2.70469967449e-05	0.000247514061582	0.000378518997162	0.000642747312328	0.00159428731249	0.177946161818	0.428445343836	0.343765647696
a20	0.0167422978077	0.00338561394418	0.00594299070268	0.00133722803009	2.30965382483e-05	0.000344329210527	0.000555628965721	0.000947360770776	0.00245071610416	0.139494773939	0.353382954612	0.475393015899
a31	0.0215978262692	0.00411669064806	0.00804504540089	0.0079455122267	2.54877297494e-05	0.000725086993509	0.00109548408857	0.000857264466925	0.00217275673472	0.0988559969797	0.211479809537	0.643083041966
a44	0.0247445004231	0.00683302118269	0.0123706626336	0.0158507740756	3.47907409165e-05	0.0018221793645	0.00261231072952	0.00110063239897	0.00224132561157	0.0642600093266	0.087974460179	0.780155323989
a31	0.0138951812744	0.0069891155609	0.0125421515445	0.0146029860252	4.12511069722e-05	0.00305129888817	0.00425502807651	0.00200169946632	0.00387901553719	0.0406760121089	0.0505773957263	0.84748886133
a23	0.00633197229147	0.00598154408697	0.00864052584817	0.0084335563684	0.000320899012324	0.00253833659606	0.00359841895884	0.00292589658877	0.0062229145124	0.020987305403	0.120316428575	0.813702233777
</S>	0.00398752074574	0.00661795589348	0.00613172442409	0.0043089997242	0.000599632056162	0.00155447874803	0.00236238987942	0.00340926914438	0.0076137117562	0.0113316982515	0.197828224288	0.754254436889
