 	non	so	cosa	scrive	</S>
a46	0.075143054	0.846342805	0.0565613605	0.00022695578	0.021725828392
a8	0.226021141333	0.722031821667	0.0445386101667	0.00013137588	0.00727708661367
a31	0.269177090444	0.684765173889	0.0435308550556	8.489835e-05	0.00244200841772
a13	0.420933706815	0.537141761296	0.0409441110185	0.000140580313333	0.000839833112407
a31	0.501398948938	0.475221657099	0.0229337230062	0.000140981491778	0.000304647497436
a28	0.477049296313	0.494257642366	0.0269161923354	0.00165812662459	0.000118702208445
a31	0.531859782104	0.423406424122	0.0421080054451	0.00255505654153	7.0675708815e-05
a37	0.526085764035	0.333654360041	0.0513188584817	0.0886544708472	0.000286515411272
a31	0.693662674678	0.130167629347	0.0432152961606	0.128828876949	0.00412549357042
a11	0.577245644893	0.0533086822157	0.0451371753869	0.316385032316	0.00792341352347
a31	0.315544958298	0.0244763545052	0.0447847137956	0.396826942105	0.218366990508
a20	0.355004909433	0.0153480168351	0.0354775245985	0.284933145368	0.309236420169
a31	0.297250160478	0.0140334756117	0.0246521683328	0.224112810123	0.439951430056
</S>	0.155913566239	0.0177531428058	0.0148123573664	0.121469347561	0.690051615028
