 	non	ci	dimentichiamo	mai	</S>
a31	0.0348582434015	0.960550025	0.004564989905	4.11782257775e-06	2.26327188166e-05
a20	0.0312190954015	0.967187491667	0.00158448066433	1.39478079442e-06	7.57731181329e-06
a31	0.0317427308005	0.966732117222	0.00152168421411	9.46660414807e-07	2.5615888209e-06
a11	0.295258813934	0.703238235741	0.00150092064104	9.24199464936e-07	1.13205924343e-06
a20	0.698407907978	0.301084915247	0.000505799053413	6.94120214979e-07	7.3938555781e-07
a31	0.614860085993	0.384952998416	0.000183889949538	2.71503757166e-06	3.55611755937e-07
a11	0.299475648664	0.699972279472	0.000113034914846	0.000436524318857	2.53629169531e-06
a31	0.136273162221	0.863045756491	9.05561096153e-05	0.000584958072286	5.58376229844e-06
a18	0.054755787207	0.944602635497	6.72752245384e-05	0.000569625456762	4.68530383281e-06
a42	0.0236721375357	0.975350135166	9.08836781795e-05	0.000880691652254	6.16581554427e-06
a31	0.0115999649119	0.986315101722	0.00116924727606	0.000882589827418	3.30897948481e-05
a18	0.00910466570397	0.985179867241	0.00311961775869	0.00253278471914	6.30318849494e-05
a31	0.00977751246799	0.948238822414	0.0084410612529	0.0244069107064	0.00913568419832
a39	0.0364334417227	0.825317054138	0.0329109260843	0.0923443069021	0.0129942684328
a31	0.0468748382409	0.626869458046	0.0441535893614	0.187771808967	0.0943302735109
a20	0.0550787670803	0.396751902682	0.0848475421205	0.341430242989	0.12189153917
a39	0.0686727530268	0.280041450894	0.118102315373	0.486475347663	0.0467081347233
a31	0.0394572943423	0.241544510298	0.0727429821243	0.416075539221	0.230179645241
a14	0.0344622074474	0.137717999099	0.0800968563748	0.458975003074	0.288747896614
a46	0.0489153501491	0.064357508033	0.133949565458	0.652255067691	0.100522504738
a20	0.0440131957164	0.045920864011	0.138579916819	0.72963216923	0.0418538745793
a31	0.0261764544721	0.0645930520037	0.0911345129397	0.59175752641	0.226338460193
</S>	0.0159041790861	0.0878575990019	0.0564409549699	0.417426998205	0.422370260096
