 	ho	cosa	a	fare	</S>
a23	0.0306626745	0.1922441285	0.613339615	0.0636367245	0.10011686875
a17	0.100595193833	0.238632646167	0.549432261667	0.0496422011667	0.0616977370833
a31	0.132007131278	0.204953078722	0.397446730556	0.214354137056	0.0512389286944
a8	0.372929333759	0.137921836074	0.206665534519	0.255477661685	0.0270056298981
a31	0.686913311253	0.0549045605247	0.106699682506	0.135239953228	0.0162425113327
a13	0.510338910418	0.0268973006082	0.0814449208353	0.318609647743	0.0627092328109
a24	0.437553026806	0.0124038559694	0.0604760786118	0.379469035914	0.110098000937
a31	0.549737255602	0.0159474293231	0.129755224537	0.229791518638	0.0747685743123
a13	0.345753645941	0.0140394406177	0.143903993846	0.464266312879	0.0320366021041
a31	0.11780781672	0.00653110738257	0.125884963615	0.678086624293	0.0716894607014
a18	0.0424103839067	0.00524850526086	0.130768921205	0.733089708098	0.0884824682338
a0	0.0150854712689	0.00358603412029	0.0799970214017	0.848940386033	0.0523911040779
a39	0.00538275444963	0.0020725065401	0.0516905008006	0.851756312011	0.0890979213593
</S>	0.00289569481482	0.00154430217005	0.0414564194003	0.828913456006	0.12519009068
