 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a20	0.2509999278	0.655459045	0.07851765885	0.0019209003235	0.0002493349935	0.000774470260175	0.009169075257	0.00065313870602	1.97484668272e-05	0.0022367321335	1.71125375e-08	1.26859372e-09	7.2723429e-09
a31	0.0892097968	0.878099591667	0.0276686381833	0.000645514717833	8.88260786733e-05	0.000258370191264	0.00305636193508	0.000217716115732	6.58456382594e-06	0.000748597785233	1.65494963433e-08	4.33548066867e-10	3.71036249567e-09
a37	0.2206021146	0.739820397222	0.0378383553944	0.000261946720278	4.09779847311e-05	8.66820925102e-05	0.00101882242213	7.25786543059e-05	2.19509171397e-06	0.000255891995478	7.58559662443e-09	1.54067534822e-10	1.24423194456e-09
a31	0.517222171533	0.418834259074	0.0631897684648	0.000218013626759	4.88857432437e-05	3.00602951367e-05	0.00033966414691	2.4201950274e-05	7.31969752955e-07	9.2209337226e-05	1.75681432081e-08	1.12014890607e-10	4.94943265187e-10
a7	0.759204023844	0.195061398825	0.0453047033549	0.000162951068253	4.96409227479e-05	2.65135793456e-05	0.00011839263514	8.1199664e-06	2.50367319367e-07	6.3926019142e-05	2.04471670694e-08	9.98502076869e-10	2.39276578229e-10
a31	0.908601207948	0.0691329689083	0.0220068978183	7.44559644177e-05	3.57780125826e-05	3.27483774485e-05	4.687592538e-05	2.82110064333e-06	9.34534856223e-08	6.6002711714e-05	2.94566503565e-08	4.31044015896e-09	1.54934279243e-10
a21	0.953568735983	0.0269350688028	0.0140668835394	6.52981004726e-05	6.26894958609e-05	0.000249289829149	0.000257874609793	6.93984257111e-06	1.37736005477e-05	0.0047679272259	1.03386653452e-07	5.35931878439e-06	3.91241123081e-10
a31	0.934639078661	0.0162661509343	0.0141939619465	0.000176656163491	0.00127023801862	0.00503139650972	0.00174231930326	6.31885981904e-05	8.49926985159e-05	0.026412199742	2.06854476782e-06	0.000117744773928	3.53701873744e-08
a24	0.606908651387	0.0135859683114	0.0131715050822	0.000206198032497	0.00170944425621	0.0116278638366	0.0578738336011	0.00250079239606	0.00157148993951	0.290483844247	3.42426052261e-06	0.000356644331309	3.46125395791e-07
a20	0.209982640629	0.0063723051238	0.00553712529407	9.09462708323e-05	0.00066005132207	0.00999516214553	0.097843592867	0.00383686273202	0.0021810167665	0.663116718082	2.2135147242e-06	0.000380684807103	6.70033075264e-07
a31	0.076550164543	0.00247176717127	0.00236023809802	5.23249069441e-05	0.00031498816069	0.00940710124851	0.0731806636223	0.00375309307734	0.00155466414217	0.830038156027	1.1980026914e-06	0.000314882922368	7.57565558421e-07
a39	0.0877438408477	0.00600878750042	0.0110716571993	0.000337643536981	0.00050047674023	0.0094371625495	0.0593567242074	0.00434477749245	0.00145002954739	0.816642468676	0.000431574094564	0.00262112635079	5.37274695528e-05
a3	0.257803360283	0.0261493245001	0.0295765850664	0.00080688054566	0.000595725740077	0.00464122644983	0.0390945675358	0.00289259756415	0.000856811902463	0.632356396225	0.000747774964855	0.00438558971693	9.31724031843e-05
a11	0.478967400094	0.0648504838334	0.0565828843555	0.00138630638189	0.000453662240026	0.00221168647328	0.0161819943119	0.00135102357472	0.000423177964154	0.372234636742	0.000614948021618	0.00461947363898	0.000122359784395
a37	0.617489333365	0.104328151278	0.0845101314518	0.00211561979396	0.000412382526675	0.00122510451443	0.0068666725373	0.000694150224907	0.000226372681385	0.175833961914	0.000658781257206	0.00545999744633	0.000179383848132
a17	0.681051377788	0.125691587093	0.0968261291506	0.00261329693132	0.000376165658892	0.000813988618143	0.0033418705791	0.000436726954969	0.000154352083795	0.0817932489713	0.000877727869069	0.00582235824878	0.000201200689377
a28	0.697943072596	0.136850569031	0.106694031717	0.00323364367711	0.000402228826297	0.000733192619381	0.00222603249303	0.00039118743499	0.000156488551265	0.0422627746571	0.00137270822302	0.00745717561626	0.000276895386459
a31	0.529653570865	0.102136757344	0.217709023906	0.0056451784257	0.000876389625432	0.00112317283979	0.011322823831	0.001026960195	0.000947837700422	0.121146636552	0.00115784284434	0.00660656130542	0.000647250205486
a28	0.462472056955	0.110536076781	0.242724744635	0.00776467947523	0.00112092629514	0.00139470367993	0.0146026644103	0.00137985583167	0.00133090383347	0.142885675717	0.00381418365145	0.00919721753514	0.000776301901829
a31	0.413679462318	0.119464165594	0.228391584878	0.0119534071584	0.00277686045171	0.00350786712664	0.0321489342701	0.00406571047722	0.00521947637782	0.150376622106	0.00480368921715	0.0156429791784	0.00796917830061
a16	0.332181797439	0.139641888531	0.222743738293	0.0178580273861	0.00394711155057	0.00526119380888	0.03995533509	0.00589239315907	0.00719256539261	0.153222824302	0.0175366514057	0.0433245897261	0.0112418211002
a31	0.272340894813	0.136129725844	0.117388409431	0.014841113062	0.00345303961686	0.00759764703629	0.09293796203	0.0130556383864	0.0133490253975	0.215084138367	0.0219927029019	0.0616974985754	0.0301322023667
a0	0.173088710604	0.153511461615	0.0724296098103	0.0187589542873	0.00428120747229	0.0100897446788	0.11324262501	0.0170306707955	0.0167834394658	0.235919903122	0.0455296300673	0.102390314858	0.0369437663556
a18	0.162615728868	0.205859793872	0.0521427122701	0.0245101154291	0.00591318005743	0.0126738468929	0.05314060367	0.0134295695985	0.0121924134886	0.0866564967073	0.102350813356	0.248047554953	0.0204671843519
a31	0.0889148201227	0.121549772957	0.0459236564234	0.0198906778097	0.0110892883525	0.018264578631	0.0452889022233	0.0166488931995	0.0171858508295	0.0594396509024	0.0844087989853	0.269458798318	0.201936301451
a8	0.0419512722076	0.0671345859857	0.0373295131411	0.0158879829366	0.0126879475842	0.0201314575437	0.0412814604078	0.0175801683998	0.0190765329432	0.0489649853008	0.0975274375284	0.316623959439	0.263822683817
a31	0.0237167967359	0.0465056756619	0.0224852453804	0.0119140809789	0.0117960846614	0.0193440578479	0.0320213284693	0.0162187607999	0.0172999929811	0.0313913951003	0.101947884743	0.329185673146	0.336173027939
</S>	0.0136712618679	0.025059953331	0.0208216376902	0.0103893679895	0.0134954938307	0.0194009264239	0.0305975972347	0.0164359088999	0.0181869444905	0.0322975750502	0.0525201957215	0.218712596573	0.52841056397
