 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.054068848	0.524185885	0.3967868697	0.015833499	0.00912401206	2.190545821e-07	5.596478905e-07
a31	0.046739176	0.799786261667	0.136475862233	0.0072818034	0.00971662418667	7.42713995333e-08	1.97767241067e-07
a17	0.101219302	0.841676973889	0.0494365242777	0.00363648543333	0.00403067800556	2.58827622111e-08	6.82973829423e-08
a11	0.295020040667	0.68041286463	0.0208043965926	0.00223133344444	0.00153134424719	1.22919200037e-08	2.33936069674e-08
a31	0.443429516889	0.54314180821	0.0112144800309	0.00131008018148	0.000903935551063	1.34283951001e-07	2.68828546225e-08
a20	0.62561927563	0.367048804737	0.0058872067903	0.000770654283827	0.000673711817021	3.03989220334e-07	2.82101676075e-08
a31	0.80420542521	0.189432846912	0.00320308467677	0.000978400017942	0.00217689657234	3.30998983011e-06	3.78545269358e-08
a37	0.84152107507	0.134237123637	0.0129655128589	0.00849677500598	0.00277099214745	8.3219172767e-06	1.53016285645e-07
a24	0.88807619169	0.0662432742123	0.0280234782863	0.0158092563353	0.00181639817248	2.79683500922e-05	3.32933785855e-06
a28	0.896485840563	0.0583580664041	0.0269300954288	0.0150339484451	0.00236327595749	0.000776864808697	5.18198552862e-05
a31	0.755878130188	0.0686914221347	0.117833082476	0.0438306614817	0.0073626960525	0.0050278326029	0.0013761061351
a24	0.499402076729	0.108283184045	0.179900387492	0.0571897914939	0.0105011640175	0.133957731868	0.0107656429117
a35	0.289098897576	0.123488380015	0.108440052497	0.0305969498313	0.00743395990583	0.415855363956	0.0250864306372
a31	0.137900900192	0.0803795086717	0.294219657499	0.0403751599438	0.0129033205353	0.393498961319	0.0407225258791
a20	0.0719919523973	0.0513998575572	0.3490723375	0.0413192879146	0.0135235352451	0.434038273773	0.038654775293
</S>	0.0642141711986	0.0436497407786	0.18200809625	0.0223591458573	0.00718641422255	0.653421386886	0.0271610601465
