 	siete	cucinato	</S>
a20	0.520491386	0.474842336	0.0046662635
a31	0.191949322367	0.805998328667	0.00205235391
a18	0.394761177156	0.604068819889	0.00117001421333
a21	0.794343182385	0.20477218043	0.000884626794443
a37	0.927850430795	0.0699896667767	0.00215991615481
a21	0.908243890265	0.0459548120922	0.0458012947183
a31	0.683369506755	0.0530607040307	0.263569744906
a18	0.385816508918	0.0452839033436	0.568899558302
a31	0.179750326639	0.0267211366812	0.793528529434
</S>	0.0973090038195	0.0143712736906	0.888319714717
