 	e	che	cucino	</S>
a31	0.70429022	0.0499224245	0.00640850065	0.2393788686
a24	0.70094997	0.199815444833	0.0188228343167	0.0804117343667
a31	0.594616116667	0.328127698278	0.0468423014389	0.0304138438889
a11	0.691067648889	0.246061900759	0.0459598621463	0.0169105616296
a46	0.856430032963	0.11299787392	0.0204072560154	0.0101648166099
a41	0.947512977654	0.0402390729733	0.00734645413847	0.00490150293663
a20	0.969534709218	0.0207850373244	0.00319022654616	0.00649001297888
a36	0.732691946406	0.0200119627748	0.00988337218205	0.237412657993
a31	0.421916705469	0.0132150618049	0.011540802144	0.553327385998
a46	0.240655275823	0.00604521138163	0.013977829798	0.739321641999
</S>	0.135324878911	0.00522954054081	0.022069251399	0.837376290999
