 	prima	di	andare	alla	scuola	</S>
a7	0.89382234	0.0908934325	0.01043133	4.573037775e-07	0.004678049745	0.00017431709145
a11	0.943498093333	0.0496966634333	0.00497150220667	1.90216500833e-07	0.00177285629167	6.062209145e-05
a43	0.978671297778	0.0182332485444	0.00207105727556	1.26120865278e-07	0.00099782284389	2.64190078167e-05
a20	0.989937699259	0.00803279574813	0.00120834975852	1.31244730093e-07	0.000804264291297	1.67321519389e-05
a31	0.980665433086	0.00712992068271	0.00799150358617	6.33002524534e-05	0.0036307229071	0.000519102969313
a20	0.792971431029	0.0187588542276	0.0126880735287	0.000182889360818	0.170245942636	0.00515283785644
a31	0.73658889701	0.0237873214092	0.00781212677623	0.000210247793606	0.224012859312	0.00758857578548
a20	0.570150108535	0.0129080267697	0.00359524209208	0.000127294406535	0.407517618204	0.00570176362849
a31	0.305150299043	0.0161341748899	0.00218391566403	0.000193660224178	0.490149126068	0.186188856409
a20	0.216799726989	0.01745896483	0.00201027572134	0.000209354266906	0.517323348689	0.246198293603
a31	0.0742761016373	0.00793081581	0.00132111254045	0.000190416114482	0.509973829563	0.406307686001
</S>	0.0401438288187	0.006715501405	0.00113438607023	0.000276012807241	0.264642054781	0.687088193
