 	non	sono	ancora	vestita	</S>
a31	0.220097145	0.3659818385	0.410073869	0.00243328415	0.00141388440533
a23	0.411207801667	0.1814135785	0.405316006533	0.00157592516867	0.000486750491997
a31	0.688210613889	0.160454552833	0.147328173044	0.00381224550822	0.000194496719666
a7	0.82107933463	0.113104960944	0.0611649332913	0.00456263793274	8.81632005553e-05
a31	0.928130414877	0.044009141648	0.0222023367071	0.00558092207425	7.71666051851e-05
a13	0.963711791626	0.0189665681827	0.0092140465557	0.00799899442475	0.000108549011728
a31	0.944307210542	0.0086260883609	0.00521808940523	0.0397468452083	0.00210170743391
a37	0.611302211514	0.00488113558697	0.00734543903508	0.372666791736	0.00380440747797
a18	0.208478108671	0.00177322548032	0.00851339414503	0.775012010579	0.00622327249266
a31	0.0740315187237	0.00119271821144	0.00894609184834	0.829385050193	0.0864446041642
a46	0.0287807684979	0.00101759522381	0.0283346856161	0.832280273398	0.109586623088
a8	0.00971513178197	0.00038327379027	0.0358154205387	0.916911314466	0.037174805196
</S>	0.00488444442998	0.000221005588635	0.0247674532694	0.950986257233	0.019140786298
