 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a20	0.1331887215	0.61774313	0.00140480498	0.00017259	0.246847885036	1.2389473e-07	2.7637567e-05	0.000602807327844	1.205193555e-05	1.66059635e-08	1.659237315e-07
a31	0.0737535671667	0.842314363333	0.00128281116667	0.000151751353813	0.0822826283698	5.02398208987e-08	9.56071667799e-06	0.000200944862911	4.13052281019e-06	1.02979834077e-08	1.58958223072e-07
a46	0.260557478056	0.711446921111	0.00044525695089	5.11859188843e-05	0.0274275440601	1.70585478149e-08	3.22158403398e-06	6.69857262702e-05	1.37881167169e-06	3.86085904357e-09	5.34006879292e-08
a20	0.617367512685	0.373292113704	0.000156056307963	1.78565278414e-05	0.0091425404755	6.56065245497e-09	1.13483225133e-06	2.23375573526e-05	4.65077498663e-07	4.39727418119e-09	1.83516998431e-08
a31	0.835551340895	0.161331400235	5.4584199521e-05	7.01023452713e-06	0.00304758445193	1.05359327183e-08	4.43980065777e-07	7.45583951437e-06	1.62769736221e-07	9.59632289373e-09	6.77439221437e-09
a29	0.934955920298	0.0639935421783	2.52092793737e-05	4.10317944238e-06	0.00101809343841	1.29995139061e-08	2.91796960592e-07	2.63630170479e-06	1.51950095407e-07	3.60445766312e-08	2.85916309812e-09
a31	0.975606510099	0.0239439231594	7.02127281246e-05	3.19079002475e-05	0.000341805255303	4.91000328969e-07	2.4972567202e-06	1.52029293493e-06	5.66060645136e-07	5.64180945544e-07	4.39613412604e-09
a37	0.9815330167	0.0121951138865	0.00178584092604	0.000213844530083	0.0013546680141	1.17268050966e-06	0.00015708674624	0.00206677604351	0.000578140538415	0.000114236475882	1.15326864842e-07
a31	0.9713924389	0.00738150852883	0.00966311740868	0.000745418010028	0.00173008880937	5.78346840322e-06	0.00494882757208	0.00306127663117	0.000808605726138	0.000262605245294	3.34298404947e-07
a41	0.7522243563	0.0160926159096	0.0391723714696	0.00462727663668	0.0196342037411	2.62268318011e-05	0.015297422524	0.132224116494	0.00911057088871	0.0115729355151	1.7933002835e-05
a8	0.637975205433	0.0393497866365	0.0469897251565	0.00653005471223	0.026477897647	3.0313621667e-05	0.0183494688413	0.195193185498	0.0130045698296	0.0160715166717	2.83466482783e-05
a31	0.495091047478	0.0365695837122	0.0212323069855	0.00579027557074	0.0912145666157	1.3648135789e-05	0.0385170792804	0.298038341833	0.00714622220987	0.00635813449057	2.88973234261e-05
a20	0.370337518159	0.0678333107374	0.0332913195952	0.00935730252358	0.120108143205	8.89674494297e-05	0.0502059767601	0.326076747278	0.00617205496996	0.0164026909302	0.000126050683142
a0	0.53339597272	0.112224700246	0.0463645041984	0.0107054775079	0.0487926029683	0.000138691951477	0.0555643652534	0.156830563759	0.00882766548999	0.0269416699767	0.000213826464381
a29	0.50776391424	0.103966593415	0.0347206990661	0.012217380836	0.0177662577228	0.000108892168826	0.111663799751	0.15073123592	0.0178666374967	0.0422200386589	0.00097454559146
a31	0.331727311413	0.116776827805	0.0242212953554	0.0399853029453	0.111098285074	0.000117717002942	0.11078386325	0.196079675307	0.0194149958322	0.043575315553	0.00621940429715
a24	0.337387020471	0.154047285935	0.0265859307851	0.0457556463151	0.165106911691	0.000209319830981	0.0502472724167	0.163090829769	0.0144766796107	0.0354757055177	0.00761744049905
a17	0.497530940157	0.168945728645	0.0362996079284	0.0198119335384	0.0909035772303	0.000319726300327	0.0249274044722	0.0943115912563	0.0166691298702	0.0467950345059	0.00348536906635
a8	0.448321630052	0.146025336215	0.0337493783095	0.0136853882795	0.0466884630768	0.000723593356776	0.0361386838241	0.109712360419	0.0342966322901	0.124730696502	0.00592787785545
a31	0.287105686684	0.167558612072	0.0309755097698	0.0546036987598	0.0568510003589	0.000972495518925	0.042988415608	0.128776824806	0.0380226220967	0.146531526167	0.0456136382851
a18	0.277792145561	0.181760024024	0.0391919202566	0.0656153989199	0.0755483201196	0.00112973693964	0.0257066412027	0.109748728269	0.0326405626989	0.131637512722	0.0592290174284
a38	0.272943445187	0.124063292341	0.0427881527522	0.0273224899733	0.0529699143732	0.00193127011321	0.0202617227342	0.11346158809	0.058282630233	0.251628397574	0.0343471031428
a31	0.167282179729	0.0969176751137	0.0376421899174	0.0438274643244	0.0550709777911	0.00227218027107	0.0255990135781	0.120183159363	0.0611194440777	0.253546175858	0.136539553714
a8	0.106923456243	0.0762840903712	0.0374155186391	0.0481923569081	0.0528664952637	0.00325059289036	0.0251184798594	0.098562033121	0.0613070866926	0.313764135286	0.176315789571
</S>	0.0959568856215	0.0517069931856	0.0367228908195	0.026976966654	0.0342052216318	0.00440453574518	0.0215076199297	0.0851064715605	0.0779468383463	0.453867817643	0.111597812286
