 	non	sapeva	dove	a	stare	</S>
a20	0.173888578	0.507385965	0.071679813	0.054517655215	0.19112367715	0.00140426495
a31	0.0993133663333	0.791926121667	0.0262333110667	0.0182546520817	0.0637429288633	0.000529574277
a37	0.392546503778	0.568552387889	0.00933318870057	0.00616329844723	0.0224126041011	0.000991999619333
a38	0.768961154593	0.197141906363	0.00323920432519	0.00254434843574	0.0242293168004	0.00388410587311
a31	0.822711418198	0.0890243651877	0.00819415025506	0.0156395128786	0.0393092216001	0.025121404291
a41	0.533305366399	0.0519932998492	0.010350835185	0.0308919782929	0.342978040533	0.0304805204303
a10	0.184826396366	0.0174169760611	0.004214857095	0.023053065431	0.759255046844	0.0112336220668
a20	0.0631437982887	0.00584511163503	0.001809976485	0.009597508277	0.915626082281	0.00397750563227
a9	0.0217223784296	0.00204127783168	0.003108349115	0.00477198882567	0.963433544094	0.00492249489742
</S>	0.0110618293148	0.00111746741084	0.0049585907075	0.00401120481283	0.971268497047	0.00758244894871
