 	sto	e	cucino	</S>
a31	0.4833950733	0.030028428	0.0032743285	0.483302146839
a20	0.656174137767	0.162196999333	0.0143891698333	0.167239671172
a31	0.474542105922	0.403271169778	0.0601659942778	0.062020687424
a37	0.313950935307	0.547422179926	0.0892568914259	0.0493699618413
a18	0.251151641769	0.575853189975	0.066430341142	0.106564830614
a31	0.451427143923	0.389168596992	0.0330149571473	0.126389276871
a20	0.445149927908	0.175956745997	0.0292990818158	0.349594188957
a31	0.148717657441	0.096468700827	0.0268924343753	0.727921182986
a28	0.0495915001957	0.112940722437	0.0488266472284	0.788641134329
a33	0.0165558345589	0.120815351479	0.0584751850761	0.804153664776
a31	0.00567148039297	0.042895129203	0.0412475510254	0.910185888259
</S>	0.00303268103149	0.0217905716665	0.0496594385127	0.92551734413
