 	può	che	sono	ancora	svegli	</S>
a31	0.8576839	0.0574667065	0.080609092301	0.00327317603	0.00063142016515	0.000335675200604
a7	0.9195205	0.0519201865	0.027097760301	0.00113452021217	0.00021482564315	0.000112226646004
a31	0.947719783333	0.0423713075	0.00936001425033	0.000407410019557	0.00010357141905	3.79250001347e-05
a7	0.971834511111	0.0245880021667	0.00331779575011	0.000166221080719	8.01481730167e-05	1.32900395449e-05
a31	0.981057103704	0.0174582439222	0.0012732614067	7.96001491063e-05	0.000126309017672	5.4806690483e-06
a37	0.935473334568	0.0482176285074	0.0020239536089	0.000159623064369	0.0140141970926	0.000111297688783
a31	0.900863064856	0.0715366928358	0.00469659436963	0.00086931865479	0.0218653203642	0.000169020636261
a39	0.724281831619	0.0395310487119	0.00417562237988	0.0051574046516	0.225963564788	0.00089051647542
a31	0.495460543873	0.028246704004	0.00487517571663	0.0143711225505	0.418434298263	0.0386121439918
a20	0.308830876624	0.0251500463347	0.00503423426421	0.0169254841835	0.592082642754	0.0519767193306
a31	0.120278526541	0.0112895443116	0.00240887118007	0.0118929217278	0.702192960918	0.151937204444
a46	0.0560528151637	0.00728629140387	0.00194006972669	0.0173341035759	0.732282123639	0.185104623948
a8	0.0190955376379	0.00557075630129	0.0015169303089	0.019547075192	0.889763244546	0.064506496116
a46	0.0067316042793	0.0030073745671	0.00109119702963	0.0106830067973	0.951204928182	0.0272819460387
a8	0.00250760708643	0.00159623312237	0.00103014350321	0.00623724633243	0.970792342727	0.0178364736796
a31	0.0131057875555	0.00285551490746	0.0167961542011	0.0109002194441	0.889198767576	0.0671435678932
a20	0.0167517764852	0.00341809166915	0.0230383787337	0.0184605124814	0.854629209192	0.0837019836311
</S>	0.0087291651926	0.00244100588458	0.0137589378668	0.0205097852407	0.906048104596	0.0485129183155
