 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.68280405	0.307095345	0.0041543525	1.99406105e-05	0.00040819605	0.00409835585	0.00119172773	0.00022804383275
a0	0.615221316667	0.365521618333	0.00413168606667	1.23061463e-05	0.00161303283667	0.00999950095	0.00241336947667	0.00108718664942
a31	0.585794772222	0.382918739444	0.00584452945556	7.00131006667e-06	0.00306414387889	0.0159119163167	0.00448041695889	0.00197850331647
a17	0.600853974074	0.353473696481	0.00459769526519	4.19517699556e-06	0.0028201478263	0.0179110377722	0.00868968255296	0.0116496142055
a20	0.724401541358	0.231080195494	0.00188937399506	1.57571398852e-06	0.0016090766521	0.0145610414674	0.0110567181843	0.0154005191352
a31	0.863921447119	0.116412411265	0.000689483093687	9.16016646173e-07	0.0005662305857	0.0049631086057	0.00710302097477	0.00634340472173
a37	0.889240815706	0.0476072255217	0.00121067816656	0.000562831097349	0.00266730172023	0.0247775057751	0.0316976892383	0.00223600269391
a15	0.882631471902	0.0309575005072	0.00156982157219	0.000839713099116	0.00374880917341	0.0355095142584	0.0439198050794	0.000823400691303
a46	0.857510557301	0.0281756948357	0.00141246487406	0.00170276356637	0.00297237972447	0.0292621360861	0.0780953936931	0.000868589113768
a24	0.829745552434	0.0363233632786	0.00221854489135	0.00228914095546	0.00519253757482	0.0309507476954	0.0923509678977	0.000929121837923
a31	0.606749810811	0.0295884694262	0.00214940906378	0.00143386388515	0.139927818192	0.170441165898	0.0469244526326	0.00278499234597
a18	0.517033563604	0.0436856181421	0.00432783838793	0.00200441539505	0.184166546064	0.211936081299	0.0334566358775	0.00338925077866
a11	0.592327134535	0.0753737893807	0.011216746796	0.00576621759835	0.094768858688	0.104110686433	0.113838850293	0.00259766538955
a35	0.384713724845	0.0702318104602	0.0161096255987	0.00877201819945	0.104373720896	0.0952178854777	0.314304716764	0.00627646046318
a31	0.212263371615	0.0533744891534	0.0195302928662	0.00686358153315	0.196629518299	0.0881173251592	0.321094232255	0.102127165821
a13	0.202566453872	0.0781569980511	0.0281756679554	0.00850114497772	0.199907114433	0.0708077777197	0.278498330752	0.13338649894
a11	0.214967517957	0.102848746017	0.0345550893185	0.0129408139926	0.102378976478	0.0662392619066	0.412342636917	0.0537269473133
a31	0.141906912652	0.0754570460057	0.0335022471062	0.0115408243309	0.097087918826	0.0743072473022	0.374792815639	0.191404986438
a46	0.105283152551	0.0637744526686	0.0315935807021	0.012868442777	0.081276856942	0.0700989147674	0.396940275213	0.238164322479
a31	0.0784564168503	0.0527010698895	0.025987132234	0.0141607045923	0.0520616429807	0.0622518672558	0.411315445071	0.303065714493
a24	0.0547423566168	0.0483118969632	0.026574115078	0.0163635305308	0.0394897761602	0.0583841557519	0.424789068357	0.331345094831
a35	0.0461302272056	0.0472260199877	0.0248199806927	0.0186593788436	0.0232321195534	0.0727223952506	0.631881489452	0.13532841161
a31	0.0217461854019	0.0214404159959	0.0132624389976	0.0122562884479	0.0209552321845	0.0675359180835	0.517461049817	0.325342507203
a46	0.020634063134	0.019840888332	0.0119263997659	0.0131472259826	0.0178912050615	0.0557107390278	0.467545103272	0.393304383401
a31	0.020349036278	0.019650992244	0.0121340020553	0.0148255513275	0.0154831066872	0.0534344470093	0.464268584424	0.399854275467
</S>	0.011931180989	0.011935225322	0.00965048372765	0.0113376701638	0.0174864543436	0.0434914345046	0.315173017212	0.578994537733
