 	non	sapeva	dove	a	stare	</S>
e	0.8253575	0.11831415	0.01314116	0.01165539	0.0052527035	0.026278929
n	0.5504955	0.338687383333	0.06619716	0.0315945633333	0.00248427683333	0.010541149
ì	0.188549694333	0.689810461111	0.0828476533333	0.0320044524444	0.00151967303444	0.00526810733333
s	0.080540959111	0.848605153704	0.0558462511111	0.0124222854815	0.000598533768147	0.00198674577778
s	0.0444814327037	0.826513051235	0.111598183704	0.00910414182717	0.00165104658938	0.00665218759259
e	0.0182003772346	0.534214787078	0.412814394568	0.0241060572757	0.00261718552979	0.00804728163086
r	0.0100477757449	0.238224032359	0.633046798189	0.0654557190919	0.0314043985099	0.0218213796436
e	0.00496852191497	0.13880937412	0.63756393273	0.142934573031	0.04636446617	0.0293592898812
p	0.00288312730499	0.05027868804	0.60187131091	0.220822524344	0.09199635539	0.0321478932937
u	0.001909552435	0.0204344973467	0.36934913697	0.438135508115	0.128943918463	0.0412271977646
n	0.00179990747833	0.0090451504489	0.167227845657	0.612006836038	0.167416772821	0.0425034992549
a	0.00182259915944	0.00525491614963	0.081233005219	0.624319278679	0.229200257607	0.0581698997516
s	0.00152046205315	0.00246109138321	0.0355161917397	0.509423426226	0.384452752536	0.0666258999172
t	0.000794730684383	0.00144072346107	0.0185115639132	0.247329942075	0.661255250845	0.0706675666391
a	0.000768797894794	0.00055988315369	0.00719506797107	0.144608780692	0.708441416948	0.138425755546
s	0.0010861426316	0.00171247005123	0.00702266932369	0.119835826897	0.685392805649	0.184949918515
ì	0.000743426443867	0.00220475835041	0.00786236977456	0.0584746756323	0.49862676855	0.432087972838
</S>	0.000382731571933	0.00134969667521	0.00616235488728	0.0376940878162	0.259995634275	0.694415486419
