 	forse	non	li	ha	a	casa	</S>
f	0.9770345	0.002277845	0.001465706	0.00852854	0.001988472	0.0013823855	0.00732275
ò	0.971346166667	0.00797892833333	0.00238846533333	0.01048552	0.00214189066667	0.00116187383333	0.00449736733333
r	0.852416388889	0.0950652427778	0.0374566384444	0.00763794666667	0.00188046355556	0.00207629661111	0.00346677644444
s	0.675673462963	0.144039780926	0.0841885461481	0.0186556488889	0.00884797785185	0.0460817822037	0.0225122888148
i	0.412515514321	0.213566626975	0.256021515383	0.021022682963	0.0106104186173	0.0591306496346	0.0271324575716
e	0.140411708107	0.234607208992	0.573169838461	0.0175021609877	0.00469655220577	0.0198560654449	0.00975660049053
t	0.0487003160357	0.103531479664	0.777828946154	0.0367683203292	0.0130828374019	0.00839022848163	0.0116978534968
u	0.0171104372119	0.0393057032213	0.859831982051	0.0472115067764	0.0174409524673	0.00549536949388	0.0136040811656
s	0.0068092209373	0.0187350044071	0.67738132735	0.138011502259	0.0900276241558	0.0128472031646	0.0561880570552
è	0.00501065364577	0.00939357480237	0.32246094245	0.352975500753	0.135301108052	0.0857612677215	0.0890967523517
c	0.00528537788192	0.0102622949341	0.215057480817	0.517038833584	0.083609502684	0.113057655907	0.0556889507839
h	0.00471942262731	0.0107119683114	0.200200493606	0.449616611195	0.108315400895	0.111266118636	0.115170283595
i	0.00310794754244	0.00654089277047	0.131951431202	0.350309203732	0.210535800298	0.122854139545	0.174700761198
è	0.00200557584748	0.00501037759016	0.073330533734	0.277175401244	0.380469266766	0.154413479848	0.107595187066
s	0.00247801194916	0.00424419919672	0.0301825012447	0.169541467081	0.570400755589	0.175387493283	0.047765429022
s	0.00231863698305	0.00245048116557	0.0154701870816	0.10070302236	0.441028651863	0.160534164428	0.277494909674
u	0.00089668679435	0.000945174821857	0.00620516569387	0.03971993412	0.184329017288	0.152673021476	0.615230969891
</S>	0.000479550597175	0.000649776910928	0.00409750784693	0.02360855706	0.135132608644	0.125337960738	0.710693984946
