 	vuole	andare	a	Lecce	</S>
i	0.9548285	0.0429990445	0.00111880945	5.0555e-05	0.00100275135
t	0.8600835	0.0971033815	0.0124141264833	0.00791738803333	0.02248129135
è	0.7841015	0.1573564605	0.0180557721611	0.0105589640111	0.02992717745
l	0.677826833333	0.297775486833	0.010159157387	0.00390604933703	0.0103323334833
i	0.395390944444	0.587990162278	0.0113136557957	0.00176940544568	0.00353584942777
n	0.153950381481	0.700947054093	0.110745751932	0.0108663308152	0.0234904940759
a	0.0656268271603	0.661350684698	0.209193250644	0.0164011902717	0.0474277980253
p	0.0315786090534	0.565525561566	0.273930083548	0.0284966434239	0.100468799342
à	0.0176679830178	0.391934853855	0.341810361183	0.0700720811413	0.178514266447
i	0.0131434743393	0.283652951285	0.482125787061	0.0780036603804	0.143073822149
L	0.00956474044643	0.154980310428	0.503367595687	0.187674186793	0.144413340716
u	0.00375896581548	0.0708538301427	0.369216198562	0.322443728931	0.233727780239
p	0.00287579193849	0.0511174767142	0.339945066187	0.391607242977	0.214454593413
p	0.00268578731283	0.0564715255714	0.301551688729	0.383605080992	0.255685864471
ì	0.00136413783761	0.0474080041905	0.182159559576	0.425007026997	0.344061288157
u	0.0111197313459	0.0369977303968	0.078907583192	0.523360675666	0.349614096052
n	0.0185728771153	0.0427813434656	0.066822661064	0.610997558555	0.260825465351
a	0.0104395855384	0.0237511754885	0.046674263688	0.491038519518	0.42809658845
</S>	0.0052628825192	0.0121142292442	0.024470096844	0.271045759759	0.687107294225
